challenge,strategy_name,language,engine,interface,regressor,number_of_runs,elapsed_time_avg,elapsed_time_std,elapsed_time_rl,elapsed_time_rh
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,11,1,1.0803368091583252,,,
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,21,2,4.081315279006958,4.957494396236923,-6.146590479080945,14.309221037094861
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,51,1,0.6063151359558105,,,
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,102,1,0.6029067039489746,,,
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,202,1,0.653878927230835,,,
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,502,2,4.255754351615906,4.8964837984443115,-5.84627922294697,14.357787926178782
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,1020,1,0.7731373310089111,,,
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,2020,2,6.038619518280029,2.9343981260688894,-0.015395895821916028,12.092634932381975
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,5020,1,13.403077602386476,,,
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,10200,3,10.451078573862711,2.915108256184648,4.436860475802424,16.465296671923
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,20200,4,97.21214127540588,25.47299257056465,44.65830125776053,149.76598129305125
deduplication,dedupe_pyspark_df_nested_python,python,pyspark,fluent,50200,5,334.11355504989626,59.565330375330944,211.22313161528746,457.00397848450507
deduplication,dedupe_pyspark_df_nested_w_col,python,pyspark,fluent,11,2,16.114953875541687,20.227028040490755,-25.61583188618848,57.845739637271855
deduplication,dedupe_pyspark_df_nested_w_col,python,pyspark,fluent,21,2,11.800397396087648,14.189854959964563,-17.47497593799403,41.07577073016933
deduplication,dedupe_pyspark_df_nested_w_col,python,pyspark,fluent,51,2,11.871096730232239,14.342956084578688,-17.720142593571822,41.4623360540363
deduplication,dedupe_pyspark_df_nested_w_col,python,pyspark,fluent,102,6,2.371337095896403,0.3386889655164103,1.6725811228718843,3.0700930689209214
deduplication,dedupe_pyspark_df_nested_w_col,python,pyspark,fluent,202,6,1.9075764815012615,0.09395451650461502,1.713737040939241,2.101415922063282
deduplication,dedupe_pyspark_df_nested_w_col,python,pyspark,fluent,502,6,1.9303263425827026,0.09358585834437831,1.7372474880382303,2.123405197127175
deduplication,dedupe_pyspark_df_nested_w_col,python,pyspark,fluent,1020,3,9.612257957458496,12.845259377009306,-16.88905335939798,36.11356927431497
deduplication,dedupe_pyspark_df_nested_w_col,python,pyspark,fluent,2020,3,13.001986821492514,9.331725417261447,-6.2504823695069,32.25445601249193
deduplication,dedupe_pyspark_df_nested_w_col,python,pyspark,fluent,5020,1,23.636062383651733,,,
deduplication,dedupe_pyspark_df_nested_w_col,python,pyspark,fluent,10200,4,61.98381495475769,64.8670772762379,-71.84474845977158,195.81237836928696
deduplication,dedupe_pyspark_df_window,python,pyspark,fluent,51,1,22.30816984176636,,,
deduplication,dedupe_pyspark_df_window,python,pyspark,fluent,102,1,17.068132638931274,,,
deduplication,dedupe_pyspark_df_window,python,pyspark,fluent,202,1,19.81490111351013,,,
deduplication,dedupe_pyspark_df_window,python,pyspark,fluent,10200,1,328.1262128353119,,,
deduplication,dedupe_pyspark_df_window,python,pyspark,fluent,20200,1,1265.5389742851255,,,
deduplication,dedupe_pyspark_df_window,python,pyspark,fluent,50200,3,7427.52750992775,190.30357020198042,7034.908411269569,7820.14660858593
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,11,2,6.392261385917664,0.2646442764847547,5.846268490523158,6.938254281312169
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,21,2,6.214367628097534,0.37687172458780505,5.436836041799012,6.9918992143960565
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,51,2,8.36276400089264,0.04200506651250339,8.276102508752938,8.44942549303234
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,102,2,5.556055188179016,0.059631552909335445,5.43302813971113,5.679082236646902
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,202,3,8.442527294158936,3.4461187124911516,1.3327709121250422,15.552283676192829
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,502,2,8.865743517875671,0.08675692743615876,8.686753567155433,9.04473346859591
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,1020,3,6.870559851328532,0.4277271993580078,5.988107318749712,7.753012383907352
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,2020,3,10.872030258178711,0.8909666615650541,9.033859133869875,12.710201382487547
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,5020,5,41.62526164054871,2.2312585250348826,37.02190758868941,46.228615692408006
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,10200,5,29.93596692085266,5.8075729688287945,17.954247071912874,41.91768676979245
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,20200,5,392.5487907409668,33.66327778540199,323.09740962417186,462.00017185776176
deduplication,dedupe_pyspark_df_nested_pandas,python,pyspark,pandas,50200,6,3341.6649421056113,243.44877083868585,2839.4009179746963,3843.9289662365263
deduplication,dedupe_pyspark_rdd_grp,python,pyspark,rdd,10200,1,8.410318851470947,,,
deduplication,dedupe_pyspark_rdd_grp,python,pyspark,rdd,20200,1,85.28780841827393,,,
