# 2023-07-18
 result,strategy,interface,numSources,dataSize,dataSizeExp,actualNumPeople,elapsedTime,foundNumPeople,IsCloudMode,CanAssumeNoDupesPerPartition,finishedAt
 result,strategy,interface,numSources,dataSize,dataSizeExp,actualNumPeople,elapsedTime,foundNumPeople,IsCloudMode,CanAssumeNoDupesPerPartition,finishedAt
 result,strategy,interface,numSources,dataSize,dataSizeExp,actualNumPeople,elapsedTime,foundNumPeople,IsCloudMode,CanAssumeNoDupesPerPartition,finishedAt
 result,strategy,interface,numSources,dataSize,dataSizeExp,actualNumPeople,elapsedTime,foundNumPeople,IsCloudMode,CanAssumeNoDupesPerPartition,finishedAt
success,dedupe_pandas,pandas,2,2,0,1,3.6364667415618896,1,FALSE,TRUE,2023-12-30T11:55:02.989381
 result,strategy,interface,numSources,dataSize,dataSizeExp,actualNumPeople,elapsedTime,foundNumPeople,IsCloudMode,CanAssumeNoDupesPerPartition,finishedAt
success,dedupe_pyspark_df_nested_pandas,pandas,2,2,0,1,3.3951058387756348,1,FALSE,TRUE,2024-01-07T16:15:26.098393
success,dedupe_pyspark_df_nested_python,fluent,2,2,0,1,7.667065620422363,1,FALSE,TRUE,2024-01-07T16:15:33.895622
success,dedupe_pyspark_df_nested_w_col,fluent,2,2,0,1,30.081928968429565,1,FALSE,TRUE,2024-01-07T16:16:04.108155
success,dedupe_pyspark_df_window,fluent,2,2,0,1,15.792253494262695,1,FALSE,TRUE,2024-01-07T16:16:20.031797
success,dedupe_pyspark_rdd_grp,rdd,2,2,0,1,8.36967396736145,1,FALSE,TRUE,2024-01-07T16:16:28.539036
success,dedupe_pyspark_rdd_map_part,rdd,2,2,0,1,8.108246326446533,1,FALSE,TRUE,2024-01-07T16:16:36.776749
success,dedupe_pyspark_rdd_reduce,rdd,2,2,0,1,7.8595287799835205,1,FALSE,TRUE,2024-01-07T16:16:44.767454
 result,strategy,interface,numSources,dataSize,dataSizeExp,actualNumPeople,elapsedTime,foundNumPeople,IsCloudMode,CanAssumeNoDupesPerPartition,finishedAt
success,dedupe_pyspark_df_nested_pandas,pandas,2,2,0,1,3.6926164627075195,1,FALSE,TRUE,2024-06-29T23:29:17.665350
success,dedupe_pyspark_df_nested_python,fluent,2,2,0,1,8.379684686660767,1,FALSE,TRUE,2024-06-29T23:29:26.194177
success,dedupe_pyspark_df_nested_w_col,fluent,2,2,0,1,31.82647967338562,1,FALSE,TRUE,2024-06-29T23:29:58.167155
success,dedupe_pyspark_df_window,fluent,2,2,0,1,17.941146850585938,1,FALSE,TRUE,2024-06-29T23:30:16.254004
success,dedupe_pyspark_rdd_grp,rdd,2,2,0,1,8.535406351089478,1,FALSE,TRUE,2024-06-29T23:30:24.932490
success,dedupe_pyspark_rdd_map_part,rdd,2,2,0,1,8.895249843597412,1,FALSE,TRUE,2024-06-29T23:30:33.972595
success,dedupe_pyspark_rdd_reduce,rdd,2,2,0,1,9.371909618377686,1,FALSE,TRUE,2024-06-29T23:30:43.504934
 result,strategy,interface,numSources,dataSize,dataSizeExp,actualNumPeople,elapsedTime,foundNumPeople,IsCloudMode,CanAssumeNoDupesPerPartition,finishedAt
success,dedupe_pyspark_df_nested_pandas,pandas,2,2,0,1,3.235645055770874,1,FALSE,TRUE,2024-06-29T23:48:32.191672
success,dedupe_pyspark_df_nested_python,fluent,2,2,0,1,7.761926651000977,1,FALSE,TRUE,2024-06-29T23:48:40.094565
success,dedupe_pyspark_df_nested_w_col,fluent,2,2,0,1,29.946941137313843,1,FALSE,TRUE,2024-06-29T23:49:10.178132
success,dedupe_pyspark_df_window,fluent,2,2,0,1,16.648404598236084,1,FALSE,TRUE,2024-06-29T23:49:26.962717
success,dedupe_pyspark_rdd_grp,rdd,2,2,0,1,8.43975043296814,1,FALSE,TRUE,2024-06-29T23:49:35.546179
success,dedupe_pyspark_rdd_map_part,rdd,2,2,0,1,8.50407338142395,1,FALSE,TRUE,2024-06-29T23:49:44.184861
success,dedupe_pyspark_rdd_reduce,rdd,2,2,0,1,8.52354383468628,1,FALSE,TRUE,2024-06-29T23:49:52.845533
