challenge,strategy_name,language,engine,interface,regressor,number_of_runs,elapsed_time_avg,elapsed_time_std,elapsed_time_rl,elapsed_time_rh
vanilla,vanilla_sc_spark_fluent,scala,sc_spark,sql,9000,0,,,,
vanilla,vanilla_sc_spark_fluent,scala,sc_spark,sql,90000,0,,,,
vanilla,vanilla_sc_spark_fluent,scala,sc_spark,sql,900000,0,,,,
vanilla,vanilla_sc_spark_fluent,scala,sc_spark,sql,9000000,0,,,,
vanilla,vanilla_sc_spark_rdd_grpmap,scala,sc_spark,rdd,9,0,,,,
vanilla,vanilla_sc_spark_rdd_grpmap,scala,sc_spark,rdd,90,0,,,,
vanilla,vanilla_sc_spark_rdd_grpmap,scala,sc_spark,rdd,900,0,,,,
vanilla,vanilla_sc_spark_rdd_grpmap,scala,sc_spark,rdd,9000,0,,,,
vanilla,vanilla_sc_spark_rdd_grpmap,scala,sc_spark,rdd,90000,0,,,,
vanilla,vanilla_sc_spark_rdd_grpmap,scala,sc_spark,rdd,900000,0,,,,
vanilla,vanilla_sc_spark_rdd_grpmap,scala,sc_spark,rdd,9000000,0,,,,
vanilla,vanilla_sc_spark_rdd_mappart,scala,sc_spark,rdd,9,0,,,,
vanilla,vanilla_sc_spark_rdd_mappart,scala,sc_spark,rdd,90,0,,,,
vanilla,vanilla_sc_spark_rdd_mappart,scala,sc_spark,rdd,900,0,,,,
vanilla,vanilla_sc_spark_rdd_mappart,scala,sc_spark,rdd,9000,0,,,,
vanilla,vanilla_sc_spark_rdd_mappart,scala,sc_spark,rdd,90000,0,,,,
vanilla,vanilla_sc_spark_rdd_mappart,scala,sc_spark,rdd,900000,0,,,,
vanilla,vanilla_sc_spark_rdd_mappart,scala,sc_spark,rdd,9000000,0,,,,
vanilla,vanilla_sc_spark_rdd_reduce,scala,sc_spark,rdd,9,0,,,,
vanilla,vanilla_sc_spark_rdd_reduce,scala,sc_spark,rdd,90,0,,,,
vanilla,vanilla_sc_spark_rdd_reduce,scala,sc_spark,rdd,900,0,,,,
vanilla,vanilla_sc_spark_rdd_reduce,scala,sc_spark,rdd,9000,0,,,,
vanilla,vanilla_sc_spark_rdd_reduce,scala,sc_spark,rdd,90000,0,,,,
vanilla,vanilla_sc_spark_rdd_reduce,scala,sc_spark,rdd,900000,0,,,,
vanilla,vanilla_sc_spark_rdd_reduce,scala,sc_spark,rdd,9000000,0,,,,
vanilla,vanilla_sc_spark_sql,scala,sc_spark,sql,9,0,,,,
