 strategy_name,interface,num_source_rows,elapsed_time,record_count,engine,finished_at,
vanilla_py_st_pd_grp_numba,pandas,90,0.009409,9,python_single_threaded,2024-10-09T08:51:23.315975,
vanilla_py_st_pd_grp_numba,pandas,900000,0.074770,9,python_single_threaded,2024-10-09T08:51:23.542816,
vanilla_py_st_pd_grp_numpy,pandas,900000,0.078254,9,python_single_threaded,2024-10-09T08:51:23.771558,
vanilla_py_st_pd_grp_numpy,pandas,90,0.011087,9,python_single_threaded,2024-10-09T08:51:23.926421,
vanilla_py_st_pd_grp_numpy,pandas,90,0.008017,9,python_single_threaded,2024-10-09T08:51:24.079193,
vanilla_py_st_pd_grp_numba,pandas,90000,0.012399,9,python_single_threaded,2024-10-09T08:51:24.235309,
vanilla_py_st_pd_grp_numba,pandas,9000000,0.814037,9,python_single_threaded,2024-10-09T08:51:25.201037,
vanilla_py_st_pd_grp_numpy,pandas,9000,0.009087,9,python_single_threaded,2024-10-09T08:51:25.360920,
vanilla_py_st_pd_grp_numba,pandas,90,0.008371,9,python_single_threaded,2024-10-09T08:51:25.514802,
vanilla_py_st_pd_grp_numpy,pandas,9,0.008618,9,python_single_threaded,2024-10-09T08:51:25.674924,
vanilla_py_st_pd_grp_numpy,pandas,9000000,0.859813,9,python_single_threaded,2024-10-09T08:51:26.679121,
vanilla_py_st_pd_grp_numpy,pandas,9,0.007177,9,python_single_threaded,2024-10-09T08:51:26.842857,
vanilla_py_st_pd_grp_numba,pandas,90000,0.013015,9,python_single_threaded,2024-10-09T08:51:27.000295,
vanilla_py_st_pd_grp_numba,pandas,90,0.012012,9,python_single_threaded,2024-10-09T08:51:27.165219,
vanilla_py_st_pd_grp_numba,pandas,900000,0.074014,9,python_single_threaded,2024-10-09T08:51:27.401924,
vanilla_py_st_pd_grp_numpy,pandas,90000,0.013101,9,python_single_threaded,2024-10-09T08:51:27.567227,
vanilla_py_st_pd_grp_numpy,pandas,9000,0.011093,9,python_single_threaded,2024-10-09T08:51:27.722302,
vanilla_py_st_pd_grp_numpy,pandas,900000,0.080830,9,python_single_threaded,2024-10-09T08:51:27.948876,
vanilla_py_st_pd_grp_numpy,pandas,90000,0.012312,9,python_single_threaded,2024-10-09T08:51:28.107048,
vanilla_py_st_pd_grp_numba,pandas,9000000,0.809738,9,python_single_threaded,2024-10-09T08:51:29.062265,
vanilla_py_st_pd_grp_numba,pandas,9000,0.010024,9,python_single_threaded,2024-10-09T08:51:29.224411,
vanilla_py_st_pd_grp_numba,pandas,90000,0.018014,9,python_single_threaded,2024-10-09T08:51:29.393723,
vanilla_py_st_pd_grp_numba,pandas,90000,0.019018,9,python_single_threaded,2024-10-09T08:51:29.565402,
vanilla_py_st_pd_grp_numpy,pandas,9,0.009013,9,python_single_threaded,2024-10-09T08:51:29.723622,
vanilla_py_st_pd_grp_numba,pandas,900,0.008016,9,python_single_threaded,2024-10-09T08:51:29.875900,
vanilla_py_st_pd_grp_numba,pandas,90,0.012036,9,python_single_threaded,2024-10-09T08:51:30.040522,
vanilla_py_st_pd_grp_numba,pandas,900000,0.075599,9,python_single_threaded,2024-10-09T08:51:30.274331,
vanilla_py_st_pd_grp_numba,pandas,9,0.010221,9,python_single_threaded,2024-10-09T08:51:30.435863,
vanilla_py_st_pd_grp_numpy,pandas,900000,0.076543,9,python_single_threaded,2024-10-09T08:51:30.663719,
vanilla_py_st_pd_grp_numba,pandas,900,0.007010,9,python_single_threaded,2024-10-09T08:51:30.815719,
vanilla_py_st_pd_grp_numpy,pandas,900,0.010232,9,python_single_threaded,2024-10-09T08:51:30.977063,
vanilla_py_st_pd_grp_numpy,pandas,90,0.009015,9,python_single_threaded,2024-10-09T08:51:31.132401,
vanilla_py_st_pd_grp_numba,pandas,9,0.007452,9,python_single_threaded,2024-10-09T08:51:31.285297,
vanilla_py_st_pd_grp_numpy,pandas,9000,0.009012,9,python_single_threaded,2024-10-09T08:51:31.444950,
vanilla_py_st_pd_grp_numba,pandas,90,0.008032,9,python_single_threaded,2024-10-09T08:51:31.597935,
vanilla_py_st_pd_grp_numba,pandas,900000,0.077253,9,python_single_threaded,2024-10-09T08:51:31.826893,
vanilla_py_st_pd_grp_numba,pandas,9,0.014015,9,python_single_threaded,2024-10-09T08:51:31.992543,
vanilla_py_st_pd_grp_numpy,pandas,900,0.008016,9,python_single_threaded,2024-10-09T08:51:32.164270,
vanilla_py_st_pd_grp_numpy,pandas,900000,0.080709,9,python_single_threaded,2024-10-09T08:51:32.389465,
vanilla_py_st_pd_grp_numba,pandas,900000,0.074010,9,python_single_threaded,2024-10-09T08:51:32.607663,
vanilla_py_st_pd_grp_numba,pandas,9,0.012024,9,python_single_threaded,2024-10-09T08:51:32.771272,
vanilla_py_st_pd_grp_numba,pandas,90000,0.013010,9,python_single_threaded,2024-10-09T08:51:32.948177,
vanilla_py_st_pd_grp_numba,pandas,900,0.013019,9,python_single_threaded,2024-10-09T08:51:33.114601,
vanilla_py_st_pd_grp_numba,pandas,900,0.009381,9,python_single_threaded,2024-10-09T08:51:33.285742,
vanilla_py_st_pd_grp_numpy,pandas,9000,0.008676,9,python_single_threaded,2024-10-09T08:51:33.444951,
vanilla_py_st_pd_grp_numpy,pandas,900,0.008115,9,python_single_threaded,2024-10-09T08:51:33.597492,
vanilla_py_st_pd_grp_numpy,pandas,9000,0.008016,9,python_single_threaded,2024-10-09T08:51:33.749594,
vanilla_py_st_pd_grp_numba,pandas,9000,0.008010,9,python_single_threaded,2024-10-09T08:51:33.901256,
vanilla_py_st_pd_grp_numpy,pandas,9000000,0.826904,9,python_single_threaded,2024-10-09T08:51:34.880168,
vanilla_py_st_pd_grp_numba,pandas,9,0.007179,9,python_single_threaded,2024-10-09T08:51:35.031494,
vanilla_py_st_pd_grp_numba,pandas,9000000,0.807531,9,python_single_threaded,2024-10-09T08:51:35.990540,
vanilla_py_st_pd_grp_numba,pandas,9,0.008007,9,python_single_threaded,2024-10-09T08:51:36.152431,
vanilla_py_st_pd_grp_numba,pandas,90000,0.014015,9,python_single_threaded,2024-10-09T08:51:36.319260,
vanilla_py_st_pd_grp_numba,pandas,9000000,0.812200,9,python_single_threaded,2024-10-09T08:51:37.283176,
vanilla_py_st_pd_grp_numba,pandas,9000000,0.819276,9,python_single_threaded,2024-10-09T08:51:38.270202,
vanilla_py_st_pd_grp_numpy,pandas,900,0.009016,9,python_single_threaded,2024-10-09T08:51:38.435780,
vanilla_py_st_pd_grp_numba,pandas,9,0.010242,9,python_single_threaded,2024-10-09T08:51:38.591217,
vanilla_py_st_pd_grp_numba,pandas,90000,0.019011,9,python_single_threaded,2024-10-09T08:51:38.760602,
vanilla_py_st_pd_grp_numba,pandas,90000,0.012024,9,python_single_threaded,2024-10-09T08:51:38.923779,
vanilla_py_st_pd_grp_numba,pandas,900000,0.073527,9,python_single_threaded,2024-10-09T08:51:39.148093,
vanilla_py_st_pd_grp_numpy,pandas,900000,0.080840,9,python_single_threaded,2024-10-09T08:51:39.379773,
vanilla_py_st_pd_grp_numpy,pandas,90,0.004460,9,python_single_threaded,2024-10-09T08:51:39.529011,
vanilla_py_st_pd_grp_numpy,pandas,90,0.012112,9,python_single_threaded,2024-10-09T08:51:39.684679,
vanilla_py_st_pd_grp_numpy,pandas,9000000,0.839872,9,python_single_threaded,2024-10-09T08:51:40.669440,
vanilla_py_st_pd_grp_numpy,pandas,900,0.008017,9,python_single_threaded,2024-10-09T08:51:40.821443,
vanilla_py_st_pd_grp_numba,pandas,900,0.008013,9,python_single_threaded,2024-10-09T08:51:40.972974,
vanilla_py_st_pd_grp_numpy,pandas,9000,0.009092,9,python_single_threaded,2024-10-09T08:51:41.133269,
vanilla_py_st_pd_grp_numpy,pandas,9,0.013017,9,python_single_threaded,2024-10-09T08:51:41.289318,
vanilla_py_st_pd_grp_numpy,pandas,9,0.009013,9,python_single_threaded,2024-10-09T08:51:41.442767,
vanilla_py_st_pd_grp_numba,pandas,9000,0.010444,9,python_single_threaded,2024-10-09T08:51:41.597949,
vanilla_py_st_pd_grp_numpy,pandas,9,0.009025,9,python_single_threaded,2024-10-09T08:51:41.757042,
vanilla_py_st_pd_grp_numpy,pandas,9000000,0.837227,9,python_single_threaded,2024-10-09T08:51:42.738327,
vanilla_py_st_pd_grp_numpy,pandas,90,0.008533,9,python_single_threaded,2024-10-09T08:51:42.906309,
vanilla_py_st_pd_grp_numpy,pandas,9000000,0.841648,9,python_single_threaded,2024-10-09T08:51:43.893260,
vanilla_py_st_pd_grp_numpy,pandas,9,0.008016,9,python_single_threaded,2024-10-09T08:51:44.046260,
vanilla_py_st_pd_grp_numpy,pandas,900000,0.076942,9,python_single_threaded,2024-10-09T08:51:44.265756,
vanilla_py_st_pd_grp_numpy,pandas,9000000,0.835514,9,python_single_threaded,2024-10-09T08:51:45.245906,
vanilla_py_st_pd_grp_numpy,pandas,900,0.010014,9,python_single_threaded,2024-10-09T08:51:45.402132,
vanilla_py_st_pd_grp_numpy,pandas,9000000,0.841023,9,python_single_threaded,2024-10-09T08:51:46.387788,
vanilla_py_st_pd_grp_numba,pandas,9,0.008012,9,python_single_threaded,2024-10-09T08:51:46.539332,
vanilla_py_st_pd_grp_numba,pandas,900,0.007025,9,python_single_threaded,2024-10-09T08:51:46.696967,
vanilla_py_st_pd_grp_numba,pandas,9000000,0.800218,9,python_single_threaded,2024-10-09T08:51:47.647863,
vanilla_py_st_pd_grp_numba,pandas,9000,0.008011,9,python_single_threaded,2024-10-09T08:51:47.810805,
vanilla_py_st_pd_grp_numba,pandas,9000,0.013604,9,python_single_threaded,2024-10-09T08:51:47.976105,
vanilla_py_st_pd_grp_numba,pandas,90000,0.013010,9,python_single_threaded,2024-10-09T08:51:48.149632,
vanilla_py_st_pd_grp_numpy,pandas,9000,0.008014,9,python_single_threaded,2024-10-09T08:51:48.309342,
vanilla_py_st_pd_grp_numba,pandas,900000,0.073591,9,python_single_threaded,2024-10-09T08:51:48.528178,
vanilla_py_st_pd_grp_numba,pandas,9000000,0.809672,9,python_single_threaded,2024-10-09T08:51:49.490363,
vanilla_py_st_pd_grp_numba,pandas,900,0.007282,9,python_single_threaded,2024-10-09T08:51:49.657465,
vanilla_py_st_pd_grp_numba,pandas,9000000,0.816334,9,python_single_threaded,2024-10-09T08:51:50.623613,
vanilla_py_st_pd_grp_numpy,pandas,90000,0.014017,9,python_single_threaded,2024-10-09T08:51:50.792904,
vanilla_py_st_pd_grp_numpy,pandas,900,0.008091,9,python_single_threaded,2024-10-09T08:51:50.944815,
vanilla_py_st_pd_grp_numpy,pandas,9,0.009094,9,python_single_threaded,2024-10-09T08:51:51.099719,
vanilla_py_st_pd_grp_numpy,pandas,90000,0.011343,9,python_single_threaded,2024-10-09T08:51:51.260758,
vanilla_py_st_pd_grp_numpy,pandas,90,0.009021,9,python_single_threaded,2024-10-09T08:51:51.415956,
 elapsed_time,engine,finished_at,interface,language,num_output_rows,num_source_rows,strategy_name,
0.011006593704223633,python_single_threaded,2024-10-13T16:42:45.676343,pandas,python,9,900,vanilla_py_st_pd_grp_numpy,
0.015005111694335938,python_single_threaded,2024-10-13T16:42:45.844320,pandas,python,9,9,vanilla_py_st_pd_grp_numba,
0.07208991050720215,python_single_threaded,2024-10-13T16:42:46.067486,pandas,python,9,900000,vanilla_py_st_pd_grp_numba,
0.008017778396606445,python_single_threaded,2024-10-13T16:42:46.227661,pandas,python,9,90,vanilla_py_st_pd_grp_numpy,
0.01009511947631836,python_single_threaded,2024-10-13T16:42:46.383674,pandas,python,9,9,vanilla_py_st_pd_grp_numpy,
0.01353311538696289,python_single_threaded,2024-10-13T16:42:46.541002,pandas,python,9,9000,vanilla_py_st_pd_grp_numba,
0.07528138160705566,python_single_threaded,2024-10-13T16:42:46.768238,pandas,python,9,900000,vanilla_py_st_pd_grp_numpy,
0.010519027709960938,python_single_threaded,2024-10-13T16:42:46.926769,pandas,python,9,9000,vanilla_py_st_pd_grp_numpy,
0.011429071426391602,python_single_threaded,2024-10-13T16:42:47.084384,pandas,python,9,900,vanilla_py_st_pd_grp_numba,
0.019017457962036133,python_single_threaded,2024-10-13T16:42:47.255487,pandas,python,9,90000,vanilla_py_st_pd_grp_numba,
0.015015840530395508,python_single_threaded,2024-10-13T16:42:47.426051,pandas,python,9,90000,vanilla_py_st_pd_grp_numpy,
0.008012771606445312,python_single_threaded,2024-10-13T16:42:47.579649,pandas,python,9,90,vanilla_py_st_pd_grp_numba,
# Added -O flag to the python command
 elapsed_time,engine,finished_at,interface,language,num_output_rows,num_source_rows,strategy_name,
0.010304927825927734,python_single_threaded,2024-11-03T08:43:15.443336,pandas,python,9,9,vanilla_py_st_pd_grp_numpy,
0.010212898254394531,python_single_threaded,2024-11-03T08:43:15.567206,pandas,python,9,900,vanilla_py_st_pd_grp_numpy,
0.01659107208251953,python_single_threaded,2024-11-03T08:43:15.696770,pandas,python,9,90000,vanilla_py_st_pd_grp_numpy,
0.005318403244018555,python_single_threaded,2024-11-03T08:43:15.816235,pandas,python,9,9000,vanilla_py_st_pd_grp_numpy,
0.010018110275268555,python_single_threaded,2024-11-03T08:43:15.940009,pandas,python,9,90,vanilla_py_st_pd_grp_numpy,
0.08404827117919922,python_single_threaded,2024-11-03T08:43:16.137737,pandas,python,9,900000,vanilla_py_st_pd_grp_numpy,
 elapsed_time,engine,finished_at,interface,language,num_output_rows,num_source_rows,strategy_name,
0.07465410232543945,python_single_threaded,2024-12-07T12:21:13.591398,pandas,python,9,9,vanilla_py_st_pd_grp_numba,
0.01001429557800293,python_single_threaded,2024-12-07T12:21:13.738479,pandas,python,9,90,vanilla_py_st_pd_grp_numba,
0.6236793994903564,python_single_threaded,2024-12-07T12:21:14.499302,pandas,python,9,900,vanilla_py_st_pd_grp_numba,
0.01301121711730957,python_single_threaded,2024-12-07T12:21:14.650988,pandas,python,9,9000,vanilla_py_st_pd_grp_numba,
0.06239509582519531,python_single_threaded,2024-12-07T12:21:14.852640,pandas,python,9,90000,vanilla_py_st_pd_grp_numba,
0.12755227088928223,python_single_threaded,2024-12-07T12:21:15.115671,pandas,python,9,900000,vanilla_py_st_pd_grp_numba,
4.501839876174927,python_single_threaded,2024-12-07T12:21:19.762375,pandas,python,9,9000000,vanilla_py_st_pd_grp_numba,
 elapsed_time,engine,finished_at,interface,language,num_output_rows,num_source_rows,strategy_name,
0.02636885643005371,python_single_threaded,2024-12-08T13:48:01.482790,pandas,python,9,9,vanilla_py_st_pd_grp_numba,
0.014018535614013672,python_single_threaded,2024-12-08T13:48:01.632309,pandas,python,9,90,vanilla_py_st_pd_grp_numba,
0.02342844009399414,python_single_threaded,2024-12-08T13:48:01.790522,pandas,python,9,900,vanilla_py_st_pd_grp_numba,
0.008013486862182617,python_single_threaded,2024-12-08T13:48:01.933467,pandas,python,9,9,vanilla_py_st_pd_grp_numpy,
0.008014678955078125,python_single_threaded,2024-12-08T13:48:02.068056,pandas,python,9,90,vanilla_py_st_pd_grp_numpy,
0.012091636657714844,python_single_threaded,2024-12-08T13:48:02.207553,pandas,python,9,900,vanilla_py_st_pd_grp_numpy,
0.007071971893310547,python_single_threaded,2024-12-08T13:48:02.341878,progressive,python,9,9,vanilla_py_st_pd_prog_numpy,
0.0053005218505859375,python_single_threaded,2024-12-08T13:48:02.473426,progressive,python,9,90,vanilla_py_st_pd_prog_numpy,
0.005024909973144531,python_single_threaded,2024-12-08T13:48:02.603793,progressive,python,9,900,vanilla_py_st_pd_prog_numpy,
