# 2023-09-03
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_py_st_linear_file_read,python,1000,49000,49,0.084938,1000,2023-09-03T15:57:24.267264,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_py_st_linear_file_read,python,10,490,49,0.000993,10,2023-12-25T14:06:08.366688,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_py_st_linear_file_read,python,10,490,49,0.014245,10,2023-12-30T10:19:22.719876,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_py_st_linear_file_read,python,10,490,49,0.000000,10,2023-12-30T10:38:45.904406,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_py_st_linear_file_read,python,10,490,49,0.001001,10,2023-12-30T10:56:56.135091,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_py_st_linear_file_read,python,1,49,49,0.010306,1,2023-12-30T10:58:00.657767,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_py_st_linear_file_read,python,1,49,49,0.013801,1,2024-01-07T16:08:30.107702,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_py_st_linear_file_read,python,1,49,49,0.026280,1,2024-01-08T21:20:54.962177,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_py_st_linear_file_read,python,1,49,49,0.008678,1,2024-06-29T23:21:14.245971,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_py_st_linear_file_read,python,1,49,49,0.000000,1,2024-06-29T23:41:01.104513,
 elapsed_time,engine,finished_at,language,interface,num_output_rows,num_source_rows,num_students,section_maximum,status,strategy_name,
0.001638174057006836,python_single_threaded,2024-11-02T11:37:06.836444,python,single_threaded,1,49,1,49,success,section_py_st_linear_file_read,
0.541851282119751,python_single_threaded,2024-11-02T11:37:07.499472,python,single_threaded,10000,490000,10000,49,success,section_py_st_linear_file_read,
0.011354446411132812,python_single_threaded,2024-11-02T11:37:07.624434,python,single_threaded,100,4900,100,49,success,section_py_st_linear_file_read,
0.012446403503417969,python_single_threaded,2024-11-02T11:37:07.749051,python,single_threaded,100,4900,100,49,success,section_py_st_linear_file_read,
0.5406231880187988,python_single_threaded,2024-11-02T11:37:08.405557,python,single_threaded,10000,490000,10000,49,success,section_py_st_linear_file_read,
0.5465407371520996,python_single_threaded,2024-11-02T11:37:09.068295,python,single_threaded,10000,490000,10000,49,success,section_py_st_linear_file_read,
0.5851647853851318,python_single_threaded,2024-11-02T11:37:09.770912,python,single_threaded,10000,490000,10000,49,success,section_py_st_linear_file_read,
0.5572478771209717,python_single_threaded,2024-11-02T11:37:10.445094,python,single_threaded,10000,490000,10000,49,success,section_py_st_linear_file_read,
0.0037331581115722656,python_single_threaded,2024-11-02T11:37:10.565036,python,single_threaded,10,490,10,49,success,section_py_st_linear_file_read,
0.013695240020751953,python_single_threaded,2024-11-02T11:37:10.692019,python,single_threaded,100,4900,100,49,success,section_py_st_linear_file_read,
0.0007281303405761719,python_single_threaded,2024-11-02T11:37:10.805287,python,single_threaded,1,49,1,49,success,section_py_st_linear_file_read,
0.0027353763580322266,python_single_threaded,2024-11-02T11:37:10.921115,python,single_threaded,10,490,10,49,success,section_py_st_linear_file_read,
0.000728607177734375,python_single_threaded,2024-11-02T11:37:11.038012,python,single_threaded,1,49,1,49,success,section_py_st_linear_file_read,
0.551689624786377,python_single_threaded,2024-11-02T11:37:11.708745,python,single_threaded,10000,490000,10000,49,success,section_py_st_linear_file_read,
0.5598306655883789,python_single_threaded,2024-11-02T11:37:12.385031,python,single_threaded,10000,490000,10000,49,success,section_py_st_linear_file_read,
0.0025866031646728516,python_single_threaded,2024-11-02T11:37:12.502144,python,single_threaded,10,490,10,49,success,section_py_st_linear_file_read,
0.0008172988891601562,python_single_threaded,2024-11-02T11:37:12.617350,python,single_threaded,1,49,1,49,success,section_py_st_linear_file_read,
0.009968996047973633,python_single_threaded,2024-11-02T11:37:12.741448,python,single_threaded,100,4900,100,49,success,section_py_st_linear_file_read,
0.5448319911956787,python_single_threaded,2024-11-02T11:37:13.402787,python,single_threaded,10000,490000,10000,49,success,section_py_st_linear_file_read,
0.01251673698425293,python_single_threaded,2024-11-02T11:37:13.528461,python,single_threaded,100,4900,100,49,success,section_py_st_linear_file_read,
0.0009441375732421875,python_single_threaded,2024-11-02T11:37:13.643342,python,single_threaded,1,49,1,49,success,section_py_st_linear_file_read,
0.0011246204376220703,python_single_threaded,2024-11-02T11:37:13.759209,python,single_threaded,1,49,1,49,success,section_py_st_linear_file_read,
0.0007433891296386719,python_single_threaded,2024-11-02T11:37:13.874802,python,single_threaded,10,490,10,49,success,section_py_st_linear_file_read,
0.05749249458312988,python_single_threaded,2024-11-02T11:37:14.044551,python,single_threaded,1000,49000,1000,49,success,section_py_st_linear_file_read,
0.0010631084442138672,python_single_threaded,2024-11-02T11:37:14.160197,python,single_threaded,1,49,1,49,success,section_py_st_linear_file_read,
0.0540311336517334,python_single_threaded,2024-11-02T11:37:14.327067,python,single_threaded,1000,49000,1000,49,success,section_py_st_linear_file_read,
0.058242082595825195,python_single_threaded,2024-11-02T11:37:14.497182,python,single_threaded,1000,49000,1000,49,success,section_py_st_linear_file_read,
0.0037658214569091797,python_single_threaded,2024-11-02T11:37:14.613847,python,single_threaded,10,490,10,49,success,section_py_st_linear_file_read,
0.0008869171142578125,python_single_threaded,2024-11-02T11:37:14.730002,python,single_threaded,1,49,1,49,success,section_py_st_linear_file_read,
0.00629115104675293,python_single_threaded,2024-11-02T11:37:14.849567,python,single_threaded,100,4900,100,49,success,section_py_st_linear_file_read,
0.003194570541381836,python_single_threaded,2024-11-02T11:37:14.967902,python,single_threaded,10,490,10,49,success,section_py_st_linear_file_read,
0.05972576141357422,python_single_threaded,2024-11-02T11:37:15.141245,python,single_threaded,1000,49000,1000,49,success,section_py_st_linear_file_read,
0.5441534519195557,python_single_threaded,2024-11-02T11:37:15.802741,python,single_threaded,10000,490000,10000,49,success,section_py_st_linear_file_read,
0.0030050277709960938,python_single_threaded,2024-11-02T11:37:15.920623,python,single_threaded,10,490,10,49,success,section_py_st_linear_file_read,
0.000762939453125,python_single_threaded,2024-11-02T11:37:16.035466,python,single_threaded,10,490,10,49,success,section_py_st_linear_file_read,
# Added -O flag to the python command
 elapsed_time,engine,finished_at,language,interface,num_output_rows,num_source_rows,num_students,section_maximum,status,strategy_name,
5.613814830780029,python_single_threaded,2024-11-03T08:35:23.083068,python,single_threaded,100000,4900000,100000,49,success,section_py_st_linear_file_read,
55.988489389419556,python_single_threaded,2024-11-03T08:36:19.784158,python,single_threaded,1000000,49000000,1000000,49,success,section_py_st_linear_file_read,
0.045415401458740234,python_single_threaded,2024-11-03T08:36:20.010337,python,single_threaded,100,4900,100,49,success,section_py_st_linear_file_read,
0.0856788158416748,python_single_threaded,2024-11-03T08:36:20.210833,python,single_threaded,1000,49000,1000,49,success,section_py_st_linear_file_read,
0.008675575256347656,python_single_threaded,2024-11-03T08:36:20.335160,python,single_threaded,1,49,1,49,success,section_py_st_linear_file_read,
0.022916316986083984,python_single_threaded,2024-11-03T08:36:20.472656,python,single_threaded,10,490,10,49,success,section_py_st_linear_file_read,
 elapsed_time,engine,finished_at,language,interface,num_output_rows,num_source_rows,num_students,section_maximum,status,strategy_name,
0.0003509521484375,python_single_threaded,2024-11-03T08:41:33.170850,python,single_threaded,1,49,1,49,success,section_py_st_linear_file_read,
0.01598358154296875,python_single_threaded,2024-11-03T08:41:33.302676,python,single_threaded,10,490,10,49,success,section_py_st_linear_file_read,
0.01654529571533203,python_single_threaded,2024-11-03T08:41:33.436213,python,single_threaded,100,4900,100,49,success,section_py_st_linear_file_read,
 elapsed_time,engine,finished_at,interface,language,num_output_rows,num_source_rows,num_students,section_maximum,status,strategy_name,
0.24599194526672363,python_single_threaded,2024-12-08T13:47:58.817303,single_threaded,python,1,49,1,49,success,section_py_st_linear_file_read,
0.0354914665222168,python_single_threaded,2024-12-08T13:47:58.970307,single_threaded,python,10,490,10,49,success,section_py_st_linear_file_read,
0.04046487808227539,python_single_threaded,2024-12-08T13:47:59.122584,single_threaded,python,100,4900,100,49,success,section_py_st_linear_file_read,
