 strategy_name,interface,num_source_rows,relative_cardinality_between_groupings,elapsed_time,num_output_rows,engine,finished_at,
bi_level_py_st_pd_grp_numpy,pandas,900000,1000,0.856810,3,python_single_threaded,2024-10-09T15:36:34.220582,
bi_level_py_st_pd_grp_numpy,pandas,900000,1,0.094009,3,python_single_threaded,2024-10-09T15:36:34.457264,
bi_level_py_st_pd_grp_numpy,pandas,900000,100,0.148010,3,python_single_threaded,2024-10-09T15:36:34.749336,
bi_level_py_st_pd_grp_numpy,pandas,900000,1,0.069416,3,python_single_threaded,2024-10-09T15:36:34.961389,
bi_level_py_st_pd_grp_numpy,pandas,900000,10,0.083014,3,python_single_threaded,2024-10-09T15:36:35.186539,
bi_level_py_st_pd_grp_numpy,pandas,900000,1,0.072038,3,python_single_threaded,2024-10-09T15:36:35.401004,
bi_level_py_st_pd_grp_numpy,pandas,900000,1,0.070032,3,python_single_threaded,2024-10-09T15:36:35.613636,
bi_level_py_st_pd_grp_numpy,pandas,900000,1000,0.867564,3,python_single_threaded,2024-10-09T15:36:36.625307,
bi_level_py_st_pd_grp_numpy,pandas,90,1,0.008015,3,python_single_threaded,2024-10-09T15:36:36.778908,
bi_level_py_st_pd_grp_numpy,pandas,900000,100,0.149272,3,python_single_threaded,2024-10-09T15:36:37.080191,
bi_level_py_st_pd_grp_numpy,pandas,900000,10,0.082010,3,python_single_threaded,2024-10-09T15:36:37.306154,
bi_level_py_st_pd_grp_numpy,pandas,900000,1,0.070012,3,python_single_threaded,2024-10-09T15:36:37.518256,
bi_level_py_st_pd_grp_numpy,pandas,900000,1000,0.864015,3,python_single_threaded,2024-10-09T15:36:38.525053,
bi_level_py_st_pd_grp_numpy,pandas,90,1,0.008013,3,python_single_threaded,2024-10-09T15:36:38.675922,
bi_level_py_st_pd_grp_numpy,pandas,900000,1000,0.853606,3,python_single_threaded,2024-10-09T15:36:39.682298,
bi_level_py_st_pd_grp_numpy,pandas,900000,10,0.085087,3,python_single_threaded,2024-10-09T15:36:39.910774,
bi_level_py_st_pd_grp_numpy,pandas,900000,1000,0.852263,3,python_single_threaded,2024-10-09T15:36:40.908103,
bi_level_py_st_pd_grp_numpy,pandas,900000,10,0.083254,3,python_single_threaded,2024-10-09T15:36:41.136917,
bi_level_py_st_pd_grp_numpy,pandas,900000,1000,0.862344,3,python_single_threaded,2024-10-09T15:36:42.143708,
bi_level_py_st_pd_grp_numpy,pandas,900000,1000,0.857060,3,python_single_threaded,2024-10-09T15:36:43.145717,
bi_level_py_st_pd_grp_numpy,pandas,900000,100,0.149171,3,python_single_threaded,2024-10-09T15:36:43.438563,
bi_level_py_st_pd_grp_numpy,pandas,900000,1,0.071012,3,python_single_threaded,2024-10-09T15:36:43.652799,
bi_level_py_st_pd_grp_numpy,pandas,900000,100,0.151142,3,python_single_threaded,2024-10-09T15:36:43.947028,
bi_level_py_st_pd_grp_numpy,pandas,900000,100,0.149012,3,python_single_threaded,2024-10-09T15:36:44.238162,
bi_level_py_st_pd_grp_numpy,pandas,900000,1,0.064397,3,python_single_threaded,2024-10-09T15:36:44.445619,
bi_level_py_st_pd_grp_numpy,pandas,900000,10,0.082201,3,python_single_threaded,2024-10-09T15:36:44.669103,
bi_level_py_st_pd_grp_numpy,pandas,900000,1000,0.860574,3,python_single_threaded,2024-10-09T15:36:45.671924,
bi_level_py_st_pd_grp_numpy,pandas,900000,1000,0.863418,3,python_single_threaded,2024-10-09T15:36:46.678465,
bi_level_py_st_pd_grp_numpy,pandas,900000,1000,0.862878,3,python_single_threaded,2024-10-09T15:36:47.686593,
bi_level_py_st_pd_grp_numpy,pandas,900000,1000,0.855895,3,python_single_threaded,2024-10-09T15:36:48.685332,
bi_level_py_st_pd_grp_numpy,pandas,900000,10,0.087011,3,python_single_threaded,2024-10-09T15:36:48.916022,
bi_level_py_st_pd_grp_numpy,pandas,900000,1,0.073011,3,python_single_threaded,2024-10-09T15:36:49.132562,
bi_level_py_st_pd_grp_numpy,pandas,900000,10,0.085579,3,python_single_threaded,2024-10-09T15:36:49.361383,
bi_level_py_st_pd_grp_numpy,pandas,900000,1,0.064007,3,python_single_threaded,2024-10-09T15:36:49.568044,
bi_level_py_st_pd_grp_numpy,pandas,90,1,0.008096,3,python_single_threaded,2024-10-09T15:36:49.720850,
bi_level_py_st_pd_grp_numpy,pandas,90,1,0.011088,3,python_single_threaded,2024-10-09T15:36:49.882545,
bi_level_py_st_pd_grp_numpy,pandas,90,1,0.007014,3,python_single_threaded,2024-10-09T15:36:50.037261,
 elapsed_time,engine,finished_at,interface,language,num_output_rows,num_source_rows,relative_cardinality_between_groupings,strategy_name,
0.0725851058959961,python_single_threaded,2024-10-13T16:42:39.661860,pandas,single_threaded,3,900000,1,bi_level_py_st_pd_grp_numpy,
0.15237784385681152,python_single_threaded,2024-10-13T16:42:39.979126,pandas,single_threaded,3,900000,100,bi_level_py_st_pd_grp_numpy,
0.885761022567749,python_single_threaded,2024-10-13T16:42:41.007987,pandas,single_threaded,3,900000,1000,bi_level_py_st_pd_grp_numpy,
0.08103179931640625,python_single_threaded,2024-10-13T16:42:41.233950,pandas,single_threaded,3,900000,10,bi_level_py_st_pd_grp_numpy,
# Added -O flag to the python command
 elapsed_time,engine,finished_at,interface,language,num_output_rows,num_source_rows,relative_cardinality_between_groupings,strategy_name,
0.6494438648223877,python_single_threaded,2024-11-03T08:30:00.503126,pandas,single_threaded,3,900000,1000,bi_level_py_st_pd_grp_numpy,
 elapsed_time,engine,finished_at,interface,language,num_output_rows,num_source_rows,relative_cardinality_between_groupings,strategy_name,
0.6430871486663818,python_single_threaded,2024-11-03T08:35:14.232662,pandas,single_threaded,3,900000,1000,bi_level_py_st_pd_grp_numpy,
0.1281418800354004,python_single_threaded,2024-11-03T08:35:14.476035,pandas,single_threaded,3,900000,100,bi_level_py_st_pd_grp_numpy,
0.07006597518920898,python_single_threaded,2024-11-03T08:35:14.660342,pandas,single_threaded,3,900000,1,bi_level_py_st_pd_grp_numpy,
0.07343363761901855,python_single_threaded,2024-11-03T08:35:14.857928,pandas,single_threaded,3,900000,10,bi_level_py_st_pd_grp_numpy,
 elapsed_time,engine,finished_at,interface,language,num_output_rows,num_source_rows,relative_cardinality_between_groupings,strategy_name,
0.34026503562927246,python_single_threaded,2024-12-08T13:47:54.831645,pandas,python,3,900000,10,bi_level_py_st_pd_grp_numpy,
0.2728550434112549,python_single_threaded,2024-12-08T13:47:55.344405,progressive,python,3,900000,10,bi_level_py_st_pd_prog_numpy,
