 strategy,interface,num_data_points,elapsed_time,record_count,engine,finished_at,
vanilla_dask_bag_foldby,bag,90000,5.141937,9,dask,2024-09-02T16:35:31.770384,
vanilla_dask_bag_foldby,bag,90000,5.082948,9,dask,2024-09-02T16:35:37.003470,
vanilla_dask_bag_foldby,bag,90000,5.058412,9,dask,2024-09-02T16:35:42.210401,
vanilla_dask_bag_foldby,bag,90000,5.083656,9,dask,2024-09-02T16:35:47.451870,
vanilla_dask_bag_foldby,bag,90000,5.100091,9,dask,2024-09-02T16:35:52.711057,
vanilla_dask_bag_foldby,bag,90000,4.982201,9,dask,2024-09-02T16:35:57.842739,
vanilla_dask_bag_foldby,bag,90000,5.054248,9,dask,2024-09-02T16:36:03.047047,
vanilla_dask_bag_foldby,bag,90000,5.083481,9,dask,2024-09-02T16:36:08.289123,
vanilla_dask_bag_foldby,bag,90000,5.125728,9,dask,2024-09-02T16:36:13.564629,
vanilla_dask_bag_foldby,bag,90000,5.063379,9,dask,2024-09-02T16:36:18.786765,
vanilla_dask_bag_foldby,bag,90000,5.105235,9,dask,2024-09-02T16:36:24.043549,
vanilla_dask_bag_foldby,bag,90000,5.004347,9,dask,2024-09-02T16:36:29.202172,
vanilla_dask_bag_foldby,bag,90000,5.016847,9,dask,2024-09-02T16:36:34.376985,
vanilla_dask_bag_foldby,bag,90000,5.008584,9,dask,2024-09-02T16:36:39.537659,
vanilla_dask_bag_foldby,bag,90000,5.155140,9,dask,2024-09-02T16:36:44.851095,
vanilla_dask_bag_foldby,bag,90000,5.016926,9,dask,2024-09-02T16:36:50.022727,
vanilla_dask_bag_foldby,bag,900000,6.221981,9,dask,2024-09-02T16:36:56.404090,
vanilla_dask_bag_foldby,bag,900000,6.043424,9,dask,2024-09-02T16:37:02.598955,
vanilla_dask_bag_foldby,bag,900000,6.091154,9,dask,2024-09-02T16:37:08.840034,
vanilla_dask_bag_foldby,bag,900000,6.069683,9,dask,2024-09-02T16:37:15.059605,
vanilla_dask_bag_foldby,bag,900000,6.121793,9,dask,2024-09-02T16:37:21.331775,
vanilla_dask_bag_foldby,bag,900000,6.031326,9,dask,2024-09-02T16:37:27.519877,
vanilla_dask_bag_foldby,bag,900000,6.079546,9,dask,2024-09-02T16:37:33.757936,
vanilla_dask_bag_foldby,bag,900000,6.038529,9,dask,2024-09-02T16:37:39.945412,
vanilla_dask_bag_foldby,bag,900000,6.076589,9,dask,2024-09-02T16:37:46.172146,
vanilla_dask_bag_foldby,bag,900000,6.157248,9,dask,2024-09-02T16:37:52.484850,
vanilla_dask_bag_foldby,bag,900000,6.109478,9,dask,2024-09-02T16:37:58.744201,
vanilla_dask_bag_foldby,bag,900000,6.028901,9,dask,2024-09-02T16:38:04.930503,
vanilla_dask_bag_foldby,bag,900000,6.009325,9,dask,2024-09-02T16:38:11.088966,
vanilla_dask_bag_foldby,bag,900000,6.031628,9,dask,2024-09-02T16:38:17.277249,
vanilla_dask_bag_foldby,bag,900000,6.152257,9,dask,2024-09-02T16:38:23.584629,
vanilla_dask_bag_foldby,bag,900000,6.058944,9,dask,2024-09-02T16:38:29.793275,
vanilla_dask_bag_foldby,bag,900000,6.019014,9,dask,2024-09-02T16:38:35.961506,
vanilla_dask_bag_foldby,bag,900000,5.976800,9,dask,2024-09-02T16:38:42.090265,
vanilla_dask_bag_foldby,bag,900000,6.068544,9,dask,2024-09-02T16:38:48.315714,
vanilla_dask_bag_foldby,bag,900000,6.084990,9,dask,2024-09-02T16:38:54.549973,
vanilla_dask_bag_foldby,bag,900000,6.111156,9,dask,2024-09-02T16:39:00.810762,
vanilla_dask_bag_foldby,bag,900000,6.013943,9,dask,2024-09-02T16:39:06.978231,
vanilla_dask_bag_foldby,bag,900000,6.051060,9,dask,2024-09-02T16:39:13.179606,
vanilla_dask_bag_foldby,bag,900000,6.091317,9,dask,2024-09-02T16:39:19.419354,
vanilla_dask_bag_foldby,bag,900000,6.081527,9,dask,2024-09-02T16:39:25.655798,
vanilla_dask_bag_foldby,bag,900000,6.076222,9,dask,2024-09-02T16:39:31.889594,
vanilla_dask_bag_foldby,bag,900000,5.976661,9,dask,2024-09-02T16:39:38.022080,
vanilla_dask_bag_foldby,bag,900000,6.065634,9,dask,2024-09-02T16:39:44.244189,
vanilla_dask_bag_foldby,bag,900000,6.085011,9,dask,2024-09-02T16:39:50.480333,
vanilla_dask_bag_foldby,bag,900000,6.007798,9,dask,2024-09-02T16:39:56.646430,
vanilla_dask_bag_foldby,bag,9000000,12.762842,9,dask,2024-09-02T16:40:09.558345,
vanilla_dask_bag_foldby,bag,9000000,12.868420,9,dask,2024-09-02T16:40:22.579369,
vanilla_dask_bag_foldby,bag,9000000,12.935908,9,dask,2024-09-02T16:40:35.673423,
vanilla_dask_bag_foldby,bag,9000000,13.282621,9,dask,2024-09-02T16:40:49.109317,
vanilla_dask_bag_foldby,bag,9000000,13.481744,9,dask,2024-09-02T16:41:02.747425,
vanilla_dask_bag_foldby,bag,9000000,13.318068,9,dask,2024-09-02T16:41:16.218736,
vanilla_dask_bag_foldby,bag,9000000,13.493969,9,dask,2024-09-02T16:41:29.862788,
vanilla_dask_bag_foldby,bag,9000000,13.447480,9,dask,2024-09-02T16:41:43.461382,
vanilla_dask_bag_foldby,bag,9000000,13.475576,9,dask,2024-09-02T16:41:57.093146,
vanilla_dask_bag_foldby,bag,9000000,13.473355,9,dask,2024-09-02T16:42:10.716041,
vanilla_dask_bag_foldby,bag,9000000,13.499298,9,dask,2024-09-02T16:42:24.365501,
vanilla_dask_bag_foldby,bag,9000000,13.471019,9,dask,2024-09-02T16:42:37.988046,
vanilla_dask_bag_foldby,bag,9000000,13.348434,9,dask,2024-09-02T16:42:51.488472,
vanilla_dask_bag_foldby,bag,9000000,13.396511,9,dask,2024-09-02T16:43:05.040383,
vanilla_dask_bag_foldby,bag,9000000,13.443025,9,dask,2024-09-02T16:43:18.639673,
vanilla_dask_bag_foldby,bag,9000000,13.534377,9,dask,2024-09-02T16:43:32.325739,
vanilla_dask_bag_foldby,bag,9000000,13.441935,9,dask,2024-09-02T16:43:45.919875,
vanilla_dask_bag_foldby,bag,9000000,13.473967,9,dask,2024-09-02T16:43:59.544820,
vanilla_dask_bag_foldby,bag,9000000,13.400739,9,dask,2024-09-02T16:44:13.095381,
vanilla_dask_bag_foldby,bag,9000000,13.475803,9,dask,2024-09-02T16:44:26.721847,
vanilla_dask_bag_foldby,bag,9000000,13.313593,9,dask,2024-09-02T16:44:40.185238,
vanilla_dask_bag_foldby,bag,9000000,13.431706,9,dask,2024-09-02T16:44:53.774520,
vanilla_dask_bag_foldby,bag,9000000,13.481657,9,dask,2024-09-02T16:45:07.407644,
vanilla_dask_bag_foldby,bag,9000000,13.298768,9,dask,2024-09-02T16:45:20.863139,
vanilla_dask_bag_foldby,bag,9000000,13.470514,9,dask,2024-09-02T16:45:34.486926,
vanilla_dask_bag_foldby,bag,9000000,13.503862,9,dask,2024-09-02T16:45:48.140331,
vanilla_dask_bag_foldby,bag,9000000,13.562165,9,dask,2024-09-02T16:46:01.858993,
vanilla_dask_bag_foldby,bag,9000000,13.583348,9,dask,2024-09-02T16:46:15.593996,
vanilla_dask_bag_foldby,bag,9000000,13.522753,9,dask,2024-09-02T16:46:29.266634,
vanilla_dask_bag_foldby,bag,9000000,13.546954,9,dask,2024-09-02T16:46:42.973210,
vanilla_dask_bag_reduction,bag,9,4.638100,9,dask,2024-09-02T16:46:47.762191,
vanilla_dask_bag_reduction,bag,9,4.510615,9,dask,2024-09-02T16:46:52.426251,
vanilla_dask_bag_reduction,bag,9,4.604200,9,dask,2024-09-02T16:46:57.180614,
vanilla_dask_bag_reduction,bag,9,4.675250,9,dask,2024-09-02T16:47:02.006871,
vanilla_dask_bag_reduction,bag,9,4.643301,9,dask,2024-09-02T16:47:06.803809,
vanilla_dask_bag_reduction,bag,9,4.709710,9,dask,2024-09-02T16:47:11.661573,
vanilla_dask_bag_reduction,bag,9,4.618858,9,dask,2024-09-02T16:47:16.434068,
vanilla_dask_bag_reduction,bag,9,4.727117,9,dask,2024-09-02T16:47:21.310640,
vanilla_dask_bag_reduction,bag,9,4.708936,9,dask,2024-09-02T16:47:26.168458,
vanilla_dask_bag_reduction,bag,9,4.663934,9,dask,2024-09-02T16:47:30.982727,
vanilla_dask_bag_reduction,bag,9,4.683114,9,dask,2024-09-02T16:47:35.814083,
vanilla_dask_bag_reduction,bag,9,4.616509,9,dask,2024-09-02T16:47:40.581639,
vanilla_dask_bag_reduction,bag,9,4.585017,9,dask,2024-09-02T16:47:45.315575,
vanilla_dask_bag_reduction,bag,9,4.644500,9,dask,2024-09-02T16:47:50.107753,
vanilla_dask_bag_reduction,bag,9,4.619858,9,dask,2024-09-02T16:47:54.877098,
vanilla_dask_bag_reduction,bag,9,4.664004,9,dask,2024-09-02T16:47:59.697953,
vanilla_dask_bag_reduction,bag,9,4.682663,9,dask,2024-09-02T16:48:04.536332,
vanilla_dask_bag_reduction,bag,9,4.535956,9,dask,2024-09-02T16:48:09.219389,
vanilla_dask_bag_reduction,bag,9,4.671725,9,dask,2024-09-02T16:48:14.039469,
vanilla_dask_bag_reduction,bag,9,4.659801,9,dask,2024-09-02T16:48:18.852785,
vanilla_dask_bag_reduction,bag,9,4.628766,9,dask,2024-09-02T16:48:23.636223,
vanilla_dask_bag_reduction,bag,9,4.629036,9,dask,2024-09-02T16:48:28.416045,
vanilla_dask_bag_reduction,bag,9,4.658495,9,dask,2024-09-02T16:48:33.223066,
vanilla_dask_bag_reduction,bag,9,4.570904,9,dask,2024-09-02T16:48:37.945459,
vanilla_dask_bag_reduction,bag,9,4.658046,9,dask,2024-09-02T16:48:42.753517,
vanilla_dask_bag_reduction,bag,9,4.955527,9,dask,2024-09-02T16:48:47.866526,
vanilla_dask_bag_reduction,bag,9,4.733257,9,dask,2024-09-02T16:48:52.754404,
vanilla_dask_bag_reduction,bag,9,4.615248,9,dask,2024-09-02T16:48:57.519943,
vanilla_dask_bag_reduction,bag,9,4.594236,9,dask,2024-09-02T16:49:02.263404,
vanilla_dask_bag_reduction,bag,9,4.642217,9,dask,2024-09-02T16:49:07.058910,
vanilla_dask_bag_reduction,bag,90,4.973252,9,dask,2024-09-02T16:49:12.180451,
vanilla_dask_bag_reduction,bag,90,4.947834,9,dask,2024-09-02T16:49:17.280414,
vanilla_dask_bag_reduction,bag,90,4.980562,9,dask,2024-09-02T16:49:22.411499,
vanilla_dask_bag_reduction,bag,90,4.958988,9,dask,2024-09-02T16:49:27.523560,
vanilla_dask_bag_reduction,bag,90,4.995574,9,dask,2024-09-02T16:49:32.675872,
vanilla_dask_bag_reduction,bag,90,4.938448,9,dask,2024-09-02T16:49:37.769589,
vanilla_dask_bag_reduction,bag,90,4.990217,9,dask,2024-09-02T16:49:42.908994,
vanilla_dask_bag_reduction,bag,90,4.859232,9,dask,2024-09-02T16:49:47.919163,
vanilla_dask_bag_reduction,bag,90,4.947417,9,dask,2024-09-02T16:49:53.016510,
vanilla_dask_bag_reduction,bag,90,4.951631,9,dask,2024-09-02T16:49:58.122494,
vanilla_dask_bag_reduction,bag,90,4.977335,9,dask,2024-09-02T16:50:03.249264,
vanilla_dask_bag_reduction,bag,90,4.972025,9,dask,2024-09-02T16:50:08.376835,
vanilla_dask_bag_reduction,bag,90,4.972558,9,dask,2024-09-02T16:50:13.494064,
vanilla_dask_bag_reduction,bag,90,4.932789,9,dask,2024-09-02T16:50:18.575216,
vanilla_dask_bag_reduction,bag,90,4.983871,9,dask,2024-09-02T16:50:23.714835,
vanilla_dask_bag_reduction,bag,90,4.966192,9,dask,2024-09-02T16:50:28.832773,
vanilla_dask_bag_reduction,bag,90,4.981643,9,dask,2024-09-02T16:50:33.965991,
vanilla_dask_bag_reduction,bag,90,4.965578,9,dask,2024-09-02T16:50:39.081232,
vanilla_dask_bag_reduction,bag,90,4.929751,9,dask,2024-09-02T16:50:44.161413,
vanilla_dask_bag_reduction,bag,90,4.940850,9,dask,2024-09-02T16:50:49.255708,
vanilla_dask_bag_reduction,bag,90,4.971023,9,dask,2024-09-02T16:50:54.375820,
vanilla_dask_bag_reduction,bag,90,4.967874,9,dask,2024-09-02T16:50:59.497172,
vanilla_dask_bag_reduction,bag,90,5.011601,9,dask,2024-09-02T16:51:04.654971,
vanilla_dask_bag_reduction,bag,90,4.926712,9,dask,2024-09-02T16:51:09.737757,
vanilla_dask_bag_reduction,bag,90,4.940810,9,dask,2024-09-02T16:51:14.826793,
vanilla_dask_bag_reduction,bag,90,4.943428,9,dask,2024-09-02T16:51:19.923216,
vanilla_dask_bag_reduction,bag,90,5.003585,9,dask,2024-09-02T16:51:25.076745,
vanilla_dask_bag_reduction,bag,90,4.885499,9,dask,2024-09-02T16:51:30.118938,
vanilla_dask_bag_reduction,bag,90,4.930651,9,dask,2024-09-02T16:51:35.198742,
vanilla_dask_bag_reduction,bag,90,4.901348,9,dask,2024-09-02T16:51:40.256380,
vanilla_dask_bag_reduction,bag,900,4.998076,9,dask,2024-09-02T16:51:45.406881,
vanilla_dask_bag_reduction,bag,900,4.976774,9,dask,2024-09-02T16:51:50.539272,
vanilla_dask_bag_reduction,bag,900,4.934149,9,dask,2024-09-02T16:51:55.630360,
vanilla_dask_bag_reduction,bag,900,4.948856,9,dask,2024-09-02T16:52:00.725450,
vanilla_dask_bag_reduction,bag,900,4.964613,9,dask,2024-09-02T16:52:05.842024,
vanilla_dask_bag_reduction,bag,900,4.952401,9,dask,2024-09-02T16:52:10.943843,
vanilla_dask_bag_reduction,bag,900,4.961483,9,dask,2024-09-02T16:52:16.059588,
vanilla_dask_bag_reduction,bag,900,4.986308,9,dask,2024-09-02T16:52:21.195109,
vanilla_dask_bag_reduction,bag,900,4.954143,9,dask,2024-09-02T16:52:26.295603,
vanilla_dask_bag_reduction,bag,900,4.998453,9,dask,2024-09-02T16:52:31.443294,
vanilla_dask_bag_reduction,bag,900,4.945687,9,dask,2024-09-02T16:52:36.534660,
vanilla_dask_bag_reduction,bag,900,4.951070,9,dask,2024-09-02T16:52:41.635029,
vanilla_dask_bag_reduction,bag,900,4.914703,9,dask,2024-09-02T16:52:46.700062,
vanilla_dask_bag_reduction,bag,900,5.032177,9,dask,2024-09-02T16:52:51.879739,
vanilla_dask_bag_reduction,bag,900,4.938335,9,dask,2024-09-02T16:52:56.967083,
vanilla_dask_bag_reduction,bag,900,4.922868,9,dask,2024-09-02T16:53:02.040833,
vanilla_dask_bag_reduction,bag,900,4.993318,9,dask,2024-09-02T16:53:07.185629,
vanilla_dask_bag_reduction,bag,900,5.021403,9,dask,2024-09-02T16:53:12.356481,
vanilla_dask_bag_reduction,bag,900,4.968888,9,dask,2024-09-02T16:53:17.479048,
vanilla_dask_bag_reduction,bag,900,4.948198,9,dask,2024-09-02T16:53:22.574045,
vanilla_dask_bag_reduction,bag,900,4.972993,9,dask,2024-09-02T16:53:27.697071,
vanilla_dask_bag_reduction,bag,900,5.005020,9,dask,2024-09-02T16:53:32.853242,
vanilla_dask_bag_reduction,bag,900,4.961258,9,dask,2024-09-02T16:53:37.964013,
vanilla_dask_bag_reduction,bag,900,4.983922,9,dask,2024-09-02T16:53:43.097608,
vanilla_dask_bag_reduction,bag,900,4.932772,9,dask,2024-09-02T16:53:48.187395,
vanilla_dask_bag_reduction,bag,900,4.946013,9,dask,2024-09-02T16:53:53.281092,
vanilla_dask_bag_reduction,bag,900,4.943627,9,dask,2024-09-02T16:53:58.381940,
vanilla_dask_bag_reduction,bag,900,4.976990,9,dask,2024-09-02T16:54:03.513739,
vanilla_dask_bag_reduction,bag,900,4.943175,9,dask,2024-09-02T16:54:08.607457,
vanilla_dask_bag_reduction,bag,900,4.952247,9,dask,2024-09-02T16:54:13.711009,
vanilla_dask_bag_reduction,bag,9000,4.949975,9,dask,2024-09-02T16:54:18.808101,
vanilla_dask_bag_reduction,bag,9000,4.974765,9,dask,2024-09-02T16:54:23.931790,
vanilla_dask_bag_reduction,bag,9000,4.966105,9,dask,2024-09-02T16:54:29.048224,
vanilla_dask_bag_reduction,bag,9000,4.915498,9,dask,2024-09-02T16:54:34.122608,
vanilla_dask_bag_reduction,bag,9000,4.899686,9,dask,2024-09-02T16:54:39.173022,
vanilla_dask_bag_reduction,bag,9000,4.979637,9,dask,2024-09-02T16:54:44.306526,
vanilla_dask_bag_reduction,bag,9000,5.020356,9,dask,2024-09-02T16:54:49.472228,
vanilla_dask_bag_reduction,bag,9000,5.029831,9,dask,2024-09-02T16:54:54.652542,
vanilla_dask_bag_reduction,bag,9000,4.986962,9,dask,2024-09-02T16:54:59.791316,
vanilla_dask_bag_reduction,bag,9000,4.996940,9,dask,2024-09-02T16:55:04.942800,
vanilla_dask_bag_reduction,bag,9000,4.897258,9,dask,2024-09-02T16:55:09.990135,
vanilla_dask_bag_reduction,bag,9000,4.963075,9,dask,2024-09-02T16:55:15.104162,
vanilla_dask_bag_reduction,bag,9000,4.951463,9,dask,2024-09-02T16:55:20.212036,
vanilla_dask_bag_reduction,bag,9000,4.981162,9,dask,2024-09-02T16:55:25.350485,
vanilla_dask_bag_reduction,bag,9000,4.993329,9,dask,2024-09-02T16:55:30.507774,
vanilla_dask_bag_reduction,bag,9000,4.931979,9,dask,2024-09-02T16:55:35.593241,
vanilla_dask_bag_reduction,bag,9000,4.991522,9,dask,2024-09-02T16:55:40.736173,
vanilla_dask_bag_reduction,bag,9000,4.942211,9,dask,2024-09-02T16:55:45.829812,
vanilla_dask_bag_reduction,bag,9000,4.991464,9,dask,2024-09-02T16:55:50.973363,
vanilla_dask_bag_reduction,bag,9000,4.955605,9,dask,2024-09-02T16:55:56.078335,
vanilla_dask_bag_reduction,bag,9000,4.964798,9,dask,2024-09-02T16:56:01.187934,
vanilla_dask_bag_reduction,bag,9000,4.970530,9,dask,2024-09-02T16:56:06.308321,
vanilla_dask_bag_reduction,bag,9000,4.962481,9,dask,2024-09-02T16:56:11.422035,
vanilla_dask_bag_reduction,bag,9000,4.925343,9,dask,2024-09-02T16:56:16.499071,
vanilla_dask_bag_reduction,bag,9000,5.083331,9,dask,2024-09-02T16:56:21.734757,
vanilla_dask_bag_reduction,bag,9000,4.937213,9,dask,2024-09-02T16:56:26.822007,
vanilla_dask_bag_reduction,bag,9000,4.991543,9,dask,2024-09-02T16:56:31.965780,
vanilla_dask_bag_reduction,bag,9000,4.944288,9,dask,2024-09-02T16:56:37.059086,
vanilla_dask_bag_reduction,bag,9000,4.942436,9,dask,2024-09-02T16:56:42.154065,
vanilla_dask_bag_reduction,bag,9000,4.957471,9,dask,2024-09-02T16:56:47.262221,
vanilla_dask_bag_reduction,bag,90000,5.069817,9,dask,2024-09-02T16:56:52.483184,
vanilla_dask_bag_reduction,bag,90000,5.044885,9,dask,2024-09-02T16:56:57.677361,
vanilla_dask_bag_reduction,bag,90000,5.010706,9,dask,2024-09-02T16:57:02.840748,
vanilla_dask_bag_reduction,bag,90000,5.065687,9,dask,2024-09-02T16:57:08.059576,
vanilla_dask_bag_reduction,bag,90000,5.129812,9,dask,2024-09-02T16:57:13.343736,
vanilla_dask_bag_reduction,bag,90000,5.152824,9,dask,2024-09-02T16:57:18.646573,
vanilla_dask_bag_reduction,bag,90000,5.101828,9,dask,2024-09-02T16:57:23.897961,
vanilla_dask_bag_reduction,bag,90000,5.087292,9,dask,2024-09-02T16:57:29.140955,
vanilla_dask_bag_reduction,bag,90000,4.990855,9,dask,2024-09-02T16:57:34.282665,
vanilla_dask_bag_reduction,bag,90000,5.025124,9,dask,2024-09-02T16:57:39.465140,
vanilla_dask_bag_reduction,bag,90000,5.030205,9,dask,2024-09-02T16:57:44.647839,
vanilla_dask_bag_reduction,bag,90000,5.041151,9,dask,2024-09-02T16:57:49.838622,
vanilla_dask_bag_reduction,bag,90000,5.086701,9,dask,2024-09-02T16:57:55.075638,
vanilla_dask_bag_reduction,bag,90000,4.998893,9,dask,2024-09-02T16:58:00.228145,
vanilla_dask_bag_reduction,bag,90000,5.039911,9,dask,2024-09-02T16:58:05.419080,
vanilla_dask_bag_reduction,bag,90000,5.017013,9,dask,2024-09-02T16:58:10.587352,
vanilla_dask_bag_reduction,bag,90000,5.065320,9,dask,2024-09-02T16:58:15.806942,
vanilla_dask_bag_reduction,bag,90000,5.106940,9,dask,2024-09-02T16:58:21.064069,
vanilla_dask_bag_reduction,bag,90000,5.064249,9,dask,2024-09-02T16:58:26.280519,
vanilla_dask_bag_reduction,bag,90000,5.008594,9,dask,2024-09-02T16:58:31.438746,
vanilla_dask_bag_reduction,bag,90000,5.000710,9,dask,2024-09-02T16:58:36.589081,
vanilla_dask_bag_reduction,bag,90000,5.061601,9,dask,2024-09-02T16:58:41.805561,
vanilla_dask_bag_reduction,bag,90000,4.975153,9,dask,2024-09-02T16:58:46.929662,
vanilla_dask_bag_reduction,bag,90000,5.074438,9,dask,2024-09-02T16:58:52.157421,
vanilla_dask_bag_reduction,bag,90000,5.044137,9,dask,2024-09-02T16:58:57.355212,
vanilla_dask_bag_reduction,bag,90000,5.018124,9,dask,2024-09-02T16:59:02.529070,
vanilla_dask_bag_reduction,bag,90000,5.099303,9,dask,2024-09-02T16:59:07.784736,
vanilla_dask_bag_reduction,bag,90000,5.028744,9,dask,2024-09-02T16:59:12.965594,
vanilla_dask_bag_reduction,bag,90000,5.088158,9,dask,2024-09-02T16:59:18.203807,
vanilla_dask_bag_reduction,bag,90000,5.088984,9,dask,2024-09-02T16:59:23.443130,
vanilla_dask_bag_reduction,bag,900000,6.003240,9,dask,2024-09-02T16:59:29.602515,
vanilla_dask_bag_reduction,bag,900000,6.024022,9,dask,2024-09-02T16:59:35.776583,
vanilla_dask_bag_reduction,bag,900000,5.986836,9,dask,2024-09-02T16:59:41.913308,
vanilla_dask_bag_reduction,bag,900000,6.146546,9,dask,2024-09-02T16:59:48.214156,
vanilla_dask_bag_reduction,bag,900000,6.078631,9,dask,2024-09-02T16:59:54.448647,
vanilla_dask_bag_reduction,bag,900000,6.037206,9,dask,2024-09-02T17:00:00.643346,
vanilla_dask_bag_reduction,bag,900000,6.009332,9,dask,2024-09-02T17:00:06.802938,
vanilla_dask_bag_reduction,bag,900000,6.070618,9,dask,2024-09-02T17:00:13.024755,
vanilla_dask_bag_reduction,bag,900000,6.084675,9,dask,2024-09-02T17:00:19.262575,
vanilla_dask_bag_reduction,bag,900000,6.018413,9,dask,2024-09-02T17:00:25.436787,
vanilla_dask_bag_reduction,bag,900000,6.049759,9,dask,2024-09-02T17:00:31.637512,
vanilla_dask_bag_reduction,bag,900000,6.090060,9,dask,2024-09-02T17:00:37.886496,
vanilla_dask_bag_reduction,bag,900000,6.139565,9,dask,2024-09-02T17:00:44.175481,
vanilla_dask_bag_reduction,bag,900000,6.019622,9,dask,2024-09-02T17:00:50.346339,
vanilla_dask_bag_reduction,bag,900000,6.071995,9,dask,2024-09-02T17:00:56.568571,
vanilla_dask_bag_reduction,bag,900000,6.003516,9,dask,2024-09-02T17:01:02.722866,
vanilla_dask_bag_reduction,bag,900000,6.029952,9,dask,2024-09-02T17:01:08.908720,
vanilla_dask_bag_reduction,bag,900000,5.955210,9,dask,2024-09-02T17:01:15.021206,
vanilla_dask_bag_reduction,bag,900000,6.073763,9,dask,2024-09-02T17:01:21.250205,
vanilla_dask_bag_reduction,bag,900000,6.040648,9,dask,2024-09-02T17:01:27.446454,
vanilla_dask_bag_reduction,bag,900000,5.984852,9,dask,2024-09-02T17:01:33.585768,
vanilla_dask_bag_reduction,bag,900000,5.967530,9,dask,2024-09-02T17:01:39.709127,
vanilla_dask_bag_reduction,bag,900000,6.003965,9,dask,2024-09-02T17:01:45.868507,
vanilla_dask_bag_reduction,bag,900000,6.058233,9,dask,2024-09-02T17:01:52.077350,
vanilla_dask_bag_reduction,bag,900000,6.010671,9,dask,2024-09-02T17:01:58.245356,
vanilla_dask_bag_reduction,bag,900000,5.989609,9,dask,2024-09-02T17:02:04.389368,
vanilla_dask_bag_reduction,bag,900000,5.952800,9,dask,2024-09-02T17:02:10.491567,
vanilla_dask_bag_reduction,bag,900000,5.990033,9,dask,2024-09-02T17:02:16.634981,
vanilla_dask_bag_reduction,bag,900000,6.026992,9,dask,2024-09-02T17:02:22.810490,
vanilla_dask_bag_reduction,bag,900000,5.950093,9,dask,2024-09-02T17:02:28.910669,
vanilla_dask_bag_reduction,bag,9000000,12.753372,9,dask,2024-09-02T17:02:41.816620,
vanilla_dask_bag_reduction,bag,9000000,12.926744,9,dask,2024-09-02T17:02:54.892753,
vanilla_dask_bag_reduction,bag,9000000,12.864157,9,dask,2024-09-02T17:03:07.907330,
vanilla_dask_bag_reduction,bag,9000000,13.013698,9,dask,2024-09-02T17:03:21.078320,
vanilla_dask_bag_reduction,bag,9000000,13.634986,9,dask,2024-09-02T17:03:34.866616,
vanilla_dask_bag_reduction,bag,9000000,13.876920,9,dask,2024-09-02T17:03:48.899048,
vanilla_dask_bag_reduction,bag,9000000,13.234929,9,dask,2024-09-02T17:04:02.284508,
vanilla_dask_bag_reduction,bag,9000000,13.374820,9,dask,2024-09-02T17:04:15.815441,
vanilla_dask_bag_reduction,bag,9000000,13.566320,9,dask,2024-09-02T17:04:29.534535,
vanilla_dask_bag_reduction,bag,9000000,13.263154,9,dask,2024-09-02T17:04:42.951497,
vanilla_dask_bag_reduction,bag,9000000,13.331884,9,dask,2024-09-02T17:04:56.434070,
vanilla_dask_bag_reduction,bag,9000000,13.287536,9,dask,2024-09-02T17:05:09.871492,
vanilla_dask_bag_reduction,bag,9000000,13.277688,9,dask,2024-09-02T17:05:23.299183,
vanilla_dask_bag_reduction,bag,9000000,13.303175,9,dask,2024-09-02T17:05:36.752583,
vanilla_dask_bag_reduction,bag,9000000,13.251838,9,dask,2024-09-02T17:05:50.155066,
vanilla_dask_bag_reduction,bag,9000000,13.294361,9,dask,2024-09-02T17:06:03.601565,
vanilla_dask_bag_reduction,bag,9000000,13.327100,9,dask,2024-09-02T17:06:17.078695,
vanilla_dask_bag_reduction,bag,9000000,13.381381,9,dask,2024-09-02T17:06:30.611331,
vanilla_dask_bag_reduction,bag,9000000,13.338756,9,dask,2024-09-02T17:06:44.100131,
vanilla_dask_bag_reduction,bag,9000000,13.246262,9,dask,2024-09-02T17:06:57.502420,
vanilla_dask_bag_reduction,bag,9000000,13.386306,9,dask,2024-09-02T17:07:11.038856,
vanilla_dask_bag_reduction,bag,9000000,13.245852,9,dask,2024-09-02T17:07:24.435991,
vanilla_dask_bag_reduction,bag,9000000,13.359581,9,dask,2024-09-02T17:07:37.946678,
vanilla_dask_bag_reduction,bag,9000000,13.405838,9,dask,2024-09-02T17:07:51.501869,
vanilla_dask_bag_reduction,bag,9000000,13.428873,9,dask,2024-09-02T17:08:05.081983,
vanilla_dask_bag_reduction,bag,9000000,13.307181,9,dask,2024-09-02T17:08:18.539395,
vanilla_dask_bag_reduction,bag,9000000,13.301477,9,dask,2024-09-02T17:08:31.991616,
vanilla_dask_bag_reduction,bag,9000000,13.425526,9,dask,2024-09-02T17:08:45.566229,
vanilla_dask_bag_reduction,bag,9000000,13.387129,9,dask,2024-09-02T17:08:59.103428,
vanilla_dask_bag_reduction,bag,9000000,13.266485,9,dask,2024-09-02T17:09:12.519296,
vanilla_dask_bag_map_partitions,bag,9,5.580616,9,dask,2024-09-02T17:09:18.251421,
vanilla_dask_bag_map_partitions,bag,9,5.327706,9,dask,2024-09-02T17:09:23.784256,
vanilla_dask_bag_map_partitions,bag,9,5.084450,9,dask,2024-09-02T17:09:29.049893,
vanilla_dask_bag_map_partitions,bag,9,4.693040,9,dask,2024-09-02T17:09:33.907693,
vanilla_dask_bag_map_partitions,bag,9,4.666243,9,dask,2024-09-02T17:09:38.729860,
