 strategy,interface,num_data_points,elapsed_time,record_count,engine,finished_at,
vanilla_dask_ddf_grp_apply,ddf,900,0.090860,9,dask,2024-07-21T10:51:22.895748,
vanilla_dask_sql_no_gpu,ddf,900,0.097704,9,dask,2024-07-21T10:51:23.139803,
vanilla_dask_ddf_grp_udaf,ddf,90,0.113987,9,dask,2024-07-21T10:51:23.399697,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.124803,9,dask,2024-07-21T10:51:23.670654,
vanilla_dask_sql_no_gpu,ddf,900,0.095017,9,dask,2024-07-21T10:51:23.910841,
vanilla_dask_ddf_grp_apply,ddf,90,0.103503,9,dask,2024-07-21T10:51:24.159317,
vanilla_dask_ddf_grp_udaf,ddf,900,0.133738,9,dask,2024-07-21T10:51:24.440350,
vanilla_dask_ddf_grp_udaf,ddf,9,0.087454,9,dask,2024-07-21T10:51:24.675568,
vanilla_dask_sql_no_gpu,ddf,900,0.109169,9,dask,2024-07-21T10:51:25.086096,
vanilla_dask_ddf_grp_udaf,ddf,900,0.154012,9,dask,2024-07-21T10:51:25.388638,
vanilla_dask_ddf_grp_udaf,ddf,90,0.157552,9,dask,2024-07-21T10:51:25.697474,
vanilla_dask_sql_no_gpu,ddf,90000,0.116750,9,dask,2024-07-21T10:51:25.961678,
vanilla_dask_ddf_grp_udaf,ddf,90,0.165759,9,dask,2024-07-21T10:51:26.275767,
vanilla_dask_ddf_grp_apply,ddf,90,0.114439,9,dask,2024-07-21T10:51:26.535392,
vanilla_dask_ddf_grp_udaf,ddf,900,0.138031,9,dask,2024-07-21T10:51:26.818922,
vanilla_dask_ddf_grp_udaf,ddf,9,0.094011,9,dask,2024-07-21T10:51:27.215632,
vanilla_dask_sql_no_gpu,ddf,900000,0.172156,9,dask,2024-07-21T10:51:27.835153,
vanilla_dask_ddf_grp_udaf,ddf,90,0.133325,9,dask,2024-07-21T10:51:28.118265,
vanilla_dask_ddf_grp_udaf,ddf,90,0.113734,9,dask,2024-07-21T10:51:28.683332,
vanilla_dask_sql_no_gpu,ddf,9000000,0.848459,9,dask,2024-07-21T10:51:29.676471,
vanilla_dask_ddf_grp_udaf,ddf,900,0.125053,9,dask,2024-07-21T10:51:30.103610,
vanilla_dask_ddf_grp_udaf,ddf,900,0.121362,9,dask,2024-07-21T10:51:30.373303,
vanilla_dask_sql_no_gpu,ddf,900,0.098325,9,dask,2024-07-21T10:51:30.617280,
vanilla_dask_sql_no_gpu,ddf,90,0.093984,9,dask,2024-07-21T10:51:30.855843,
vanilla_dask_ddf_grp_apply,ddf,9000,0.100701,9,dask,2024-07-21T10:51:31.258162,
vanilla_dask_ddf_grp_apply,ddf,90,0.087883,9,dask,2024-07-21T10:51:31.490765,
vanilla_dask_ddf_grp_apply,ddf,9,0.053972,9,dask,2024-07-21T10:51:31.689032,
vanilla_dask_sql_no_gpu,ddf,9000,0.100770,9,dask,2024-07-21T10:51:31.936181,
vanilla_dask_sql_no_gpu,ddf,90,0.094367,9,dask,2024-07-21T10:51:32.325911,
vanilla_dask_ddf_grp_apply,ddf,90000,0.125013,9,dask,2024-07-21T10:51:32.753691,
vanilla_dask_sql_no_gpu,ddf,9000,0.101969,9,dask,2024-07-21T10:51:33.153773,
vanilla_dask_ddf_grp_udaf,ddf,90000,0.141306,9,dask,2024-07-21T10:51:33.750648,
vanilla_dask_ddf_grp_udaf,ddf,90,0.114035,9,dask,2024-07-21T10:51:34.008554,
vanilla_dask_ddf_grp_apply,ddf,90000,0.120989,9,dask,2024-07-21T10:51:34.274938,
vanilla_dask_sql_no_gpu,ddf,90000,0.111349,9,dask,2024-07-21T10:51:34.531273,
vanilla_dask_ddf_grp_apply,ddf,90,0.088055,9,dask,2024-07-21T10:51:34.920086,
vanilla_dask_sql_no_gpu,ddf,9000000,0.839728,9,dask,2024-07-21T10:51:35.905672,
vanilla_dask_sql_no_gpu,ddf,9000000,0.844055,9,dask,2024-07-21T10:51:36.894216,
vanilla_dask_ddf_grp_udaf,ddf,900,0.116195,9,dask,2024-07-21T10:51:37.155315,
vanilla_dask_ddf_grp_apply,ddf,9000,0.098266,9,dask,2024-07-21T10:51:37.398399,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.126032,9,dask,2024-07-21T10:51:37.668436,
vanilla_dask_sql_no_gpu,ddf,900000,0.148247,9,dask,2024-07-21T10:51:37.962470,
vanilla_dask_sql_no_gpu,ddf,90,0.094636,9,dask,2024-07-21T10:51:38.200526,
vanilla_dask_ddf_grp_apply,ddf,9,0.048559,9,dask,2024-07-21T10:51:38.394087,
vanilla_dask_sql_no_gpu,ddf,90000,0.112273,9,dask,2024-07-21T10:51:38.652549,
vanilla_dask_sql_no_gpu,ddf,9000,0.104697,9,dask,2024-07-21T10:51:38.903375,
vanilla_dask_ddf_grp_udaf,ddf,900,0.118949,9,dask,2024-07-21T10:51:39.167782,
vanilla_dask_ddf_grp_apply,ddf,900,0.096473,9,dask,2024-07-21T10:51:39.409559,
vanilla_dask_ddf_grp_udaf,ddf,900,0.118300,9,dask,2024-07-21T10:51:39.981538,
vanilla_dask_ddf_grp_udaf,ddf,90000,0.133019,9,dask,2024-07-21T10:51:40.410378,
vanilla_dask_sql_no_gpu,ddf,900000,0.151177,9,dask,2024-07-21T10:51:40.706139,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.123715,9,dask,2024-07-21T10:51:40.975105,
vanilla_dask_ddf_grp_apply,ddf,9000,0.101005,9,dask,2024-07-21T10:51:41.377971,
vanilla_dask_ddf_grp_apply,ddf,90,0.086113,9,dask,2024-07-21T10:51:41.608716,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.125465,9,dask,2024-07-21T10:51:42.033858,
vanilla_dask_sql_no_gpu,ddf,90,0.098120,9,dask,2024-07-21T10:51:42.276862,
vanilla_dask_ddf_grp_apply,ddf,90,0.085489,9,dask,2024-07-21T10:51:42.660457,
vanilla_dask_ddf_grp_udaf,ddf,90000,0.134747,9,dask,2024-07-21T10:51:42.941248,
vanilla_dask_sql_no_gpu,ddf,90000,0.110169,9,dask,2024-07-21T10:51:43.194867,
vanilla_dask_ddf_grp_udaf,ddf,9,0.081499,9,dask,2024-07-21T10:51:43.422342,
vanilla_dask_sql_no_gpu,ddf,90000,0.108982,9,dask,2024-07-21T10:51:43.678646,
vanilla_dask_sql_no_gpu,ddf,9000,0.120241,9,dask,2024-07-21T10:51:43.944934,
vanilla_dask_ddf_grp_udaf,ddf,9,0.082308,9,dask,2024-07-21T10:51:44.485637,
vanilla_dask_ddf_grp_apply,ddf,9000,0.098003,9,dask,2024-07-21T10:51:44.886867,
vanilla_dask_sql_no_gpu,ddf,90,0.096713,9,dask,2024-07-21T10:51:45.289619,
vanilla_dask_sql_no_gpu,ddf,900,0.096206,9,dask,2024-07-21T10:51:45.532183,
vanilla_dask_ddf_grp_udaf,ddf,90,0.116896,9,dask,2024-07-21T10:51:45.794648,
vanilla_dask_ddf_grp_apply,ddf,90000,0.111412,9,dask,2024-07-21T10:51:46.052197,
vanilla_dask_ddf_grp_udaf,ddf,90,0.125934,9,dask,2024-07-21T10:51:46.321629,
vanilla_dask_ddf_grp_udaf,ddf,900,0.118850,9,dask,2024-07-21T10:51:46.588009,
vanilla_dask_ddf_grp_udaf,ddf,90000,0.134375,9,dask,2024-07-21T10:51:46.865800,
vanilla_dask_ddf_grp_udaf,ddf,90,0.117683,9,dask,2024-07-21T10:51:47.131360,
vanilla_dask_sql_no_gpu,ddf,90000,0.114299,9,dask,2024-07-21T10:51:47.543048,
vanilla_dask_sql_no_gpu,ddf,900000,0.152662,9,dask,2024-07-21T10:51:47.995451,
vanilla_dask_sql_no_gpu,ddf,900000,0.150179,9,dask,2024-07-21T10:51:48.289895,
vanilla_dask_sql_no_gpu,ddf,90000,0.108303,9,dask,2024-07-21T10:51:48.543673,
vanilla_dask_ddf_grp_udaf,ddf,90000,0.132466,9,dask,2024-07-21T10:51:48.821110,
vanilla_dask_ddf_grp_udaf,ddf,9,0.082565,9,dask,2024-07-21T10:51:49.049306,
vanilla_dask_ddf_grp_udaf,ddf,900,0.118268,9,dask,2024-07-21T10:51:49.313065,
vanilla_dask_sql_no_gpu,ddf,9000000,0.848166,9,dask,2024-07-21T10:51:50.307071,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.123324,9,dask,2024-07-21T10:51:50.728642,
vanilla_dask_ddf_grp_apply,ddf,9000,0.103706,9,dask,2024-07-21T10:51:50.977077,
vanilla_dask_sql_no_gpu,ddf,9,0.075830,9,dask,2024-07-21T10:51:51.200814,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.125034,9,dask,2024-07-21T10:51:51.469693,
vanilla_dask_ddf_grp_apply,ddf,90000,0.124650,9,dask,2024-07-21T10:51:51.889145,
vanilla_dask_sql_no_gpu,ddf,9000000,0.841782,9,dask,2024-07-21T10:51:52.875753,
vanilla_dask_ddf_grp_apply,ddf,900,0.096014,9,dask,2024-07-21T10:51:53.117843,
vanilla_dask_ddf_grp_apply,ddf,9000,0.105403,9,dask,2024-07-21T10:51:53.368777,
vanilla_dask_ddf_grp_apply,ddf,9000,0.100115,9,dask,2024-07-21T10:51:53.614451,
vanilla_dask_sql_no_gpu,ddf,900,0.098327,9,dask,2024-07-21T10:51:54.012337,
vanilla_dask_ddf_grp_apply,ddf,90,0.089802,9,dask,2024-07-21T10:51:54.247768,
vanilla_dask_sql_no_gpu,ddf,9000000,0.840465,9,dask,2024-07-21T10:51:55.235438,
vanilla_dask_ddf_grp_apply,ddf,900,0.093734,9,dask,2024-07-21T10:51:55.473750,
vanilla_dask_sql_no_gpu,ddf,90,0.092431,9,dask,2024-07-21T10:51:55.713178,
vanilla_dask_sql_no_gpu,ddf,9000000,0.844559,9,dask,2024-07-21T10:51:56.856775,
vanilla_dask_sql_no_gpu,ddf,9,0.076042,9,dask,2024-07-21T10:51:57.077683,
vanilla_dask_sql_no_gpu,ddf,900000,0.148987,9,dask,2024-07-21T10:51:57.373556,
vanilla_dask_sql_no_gpu,ddf,900000,0.168026,9,dask,2024-07-21T10:51:57.687667,
vanilla_dask_sql_no_gpu,ddf,900000,0.152011,9,dask,2024-07-21T10:51:57.985646,
vanilla_dask_sql_no_gpu,ddf,9000000,0.838403,9,dask,2024-07-21T10:51:58.971090,
vanilla_dask_sql_no_gpu,ddf,90000,0.111442,9,dask,2024-07-21T10:51:59.382407,
vanilla_dask_sql_no_gpu,ddf,9000000,0.851203,9,dask,2024-07-21T10:52:00.379820,
vanilla_dask_sql_no_gpu,ddf,900000,0.152484,9,dask,2024-07-21T10:52:00.676656,
vanilla_dask_ddf_grp_apply,ddf,90000,0.117170,9,dask,2024-07-21T10:52:00.939313,
vanilla_dask_sql_no_gpu,ddf,9,0.073117,9,dask,2024-07-21T10:52:01.158591,
vanilla_dask_ddf_grp_udaf,ddf,900,0.121548,9,dask,2024-07-21T10:52:01.425881,
vanilla_dask_ddf_grp_udaf,ddf,9,0.082935,9,dask,2024-07-21T10:52:01.653302,
vanilla_dask_ddf_grp_apply,ddf,90,0.089582,9,dask,2024-07-21T10:52:01.889945,
vanilla_dask_ddf_grp_apply,ddf,900,0.093747,9,dask,2024-07-21T10:52:02.127524,
vanilla_dask_sql_no_gpu,ddf,9000,0.104946,9,dask,2024-07-21T10:52:02.377555,
vanilla_dask_sql_no_gpu,ddf,90,0.099363,9,dask,2024-07-21T10:52:02.621434,
vanilla_dask_ddf_grp_apply,ddf,90,0.091424,9,dask,2024-07-21T10:52:02.857687,
vanilla_dask_ddf_grp_apply,ddf,9,0.050966,9,dask,2024-07-21T10:52:03.208773,
vanilla_dask_ddf_grp_apply,ddf,9,0.049220,9,dask,2024-07-21T10:52:03.404266,
vanilla_dask_sql_no_gpu,ddf,900,0.101151,9,dask,2024-07-21T10:52:03.650391,
vanilla_dask_ddf_grp_apply,ddf,9,0.050993,9,dask,2024-07-21T10:52:03.850443,
vanilla_dask_sql_no_gpu,ddf,9000000,0.845231,9,dask,2024-07-21T10:52:04.995828,
vanilla_dask_sql_no_gpu,ddf,900,0.094626,9,dask,2024-07-21T10:52:05.234777,
vanilla_dask_ddf_grp_udaf,ddf,9,0.082695,9,dask,2024-07-21T10:52:05.464236,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.120219,9,dask,2024-07-21T10:52:05.883688,
vanilla_dask_sql_no_gpu,ddf,90,0.092983,9,dask,2024-07-21T10:52:06.125195,
vanilla_dask_ddf_grp_apply,ddf,90,0.090047,9,dask,2024-07-21T10:52:06.358941,
vanilla_dask_ddf_grp_apply,ddf,9,0.054171,9,dask,2024-07-21T10:52:06.559355,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.128625,9,dask,2024-07-21T10:52:06.834554,
vanilla_dask_ddf_grp_udaf,ddf,9,0.087439,9,dask,2024-07-21T10:52:07.067377,
vanilla_dask_sql_no_gpu,ddf,9,0.075743,9,dask,2024-07-21T10:52:07.287297,
vanilla_dask_ddf_grp_apply,ddf,900,0.094497,9,dask,2024-07-21T10:52:07.528046,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.124341,9,dask,2024-07-21T10:52:07.795464,
vanilla_dask_ddf_grp_apply,ddf,90,0.084322,9,dask,2024-07-21T10:52:08.023537,
vanilla_dask_ddf_grp_apply,ddf,90000,0.123679,9,dask,2024-07-21T10:52:08.292217,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.124113,9,dask,2024-07-21T10:52:08.714306,
vanilla_dask_sql_no_gpu,ddf,90,0.094037,9,dask,2024-07-21T10:52:08.951492,
vanilla_dask_sql_no_gpu,ddf,900,0.103373,9,dask,2024-07-21T10:52:09.202546,
vanilla_dask_ddf_grp_apply,ddf,90000,0.115988,9,dask,2024-07-21T10:52:09.465475,
vanilla_dask_ddf_grp_udaf,ddf,90,0.115448,9,dask,2024-07-21T10:52:09.725018,
vanilla_dask_ddf_grp_apply,ddf,90,0.086214,9,dask,2024-07-21T10:52:09.957611,
vanilla_dask_ddf_grp_apply,ddf,90000,0.123996,9,dask,2024-07-21T10:52:10.228320,
vanilla_dask_ddf_grp_apply,ddf,900,0.092705,9,dask,2024-07-21T10:52:10.467538,
vanilla_dask_ddf_grp_udaf,ddf,900,0.119984,9,dask,2024-07-21T10:52:10.732652,
vanilla_dask_ddf_grp_apply,ddf,90,0.084818,9,dask,2024-07-21T10:52:10.960707,
vanilla_dask_ddf_grp_udaf,ddf,900,0.117264,9,dask,2024-07-21T10:52:11.224262,
vanilla_dask_sql_no_gpu,ddf,900,0.096019,9,dask,2024-07-21T10:52:11.466071,
vanilla_dask_sql_no_gpu,ddf,90000,0.109027,9,dask,2024-07-21T10:52:11.718705,
vanilla_dask_ddf_grp_udaf,ddf,90,0.114989,9,dask,2024-07-21T10:52:11.979986,
vanilla_dask_ddf_grp_apply,ddf,9,0.053930,9,dask,2024-07-21T10:52:12.179697,
vanilla_dask_sql_no_gpu,ddf,90000,0.111987,9,dask,2024-07-21T10:52:12.438429,
vanilla_dask_sql_no_gpu,ddf,900,0.100013,9,dask,2024-07-21T10:52:12.684114,
vanilla_dask_sql_no_gpu,ddf,90,0.097016,9,dask,2024-07-21T10:52:12.926033,
vanilla_dask_ddf_grp_udaf,ddf,90000,0.132305,9,dask,2024-07-21T10:52:13.358204,
vanilla_dask_sql_no_gpu,ddf,900000,0.153655,9,dask,2024-07-21T10:52:13.808614,
vanilla_dask_ddf_grp_apply,ddf,90000,0.117017,9,dask,2024-07-21T10:52:14.073747,
vanilla_dask_sql_no_gpu,ddf,9000,0.100985,9,dask,2024-07-21T10:52:14.319756,
vanilla_dask_ddf_grp_apply,ddf,90000,0.115021,9,dask,2024-07-21T10:52:14.580755,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.129565,9,dask,2024-07-21T10:52:14.858199,
vanilla_dask_ddf_grp_udaf,ddf,9,0.074011,9,dask,2024-07-21T10:52:15.230440,
vanilla_dask_ddf_grp_apply,ddf,90000,0.137651,9,dask,2024-07-21T10:52:15.515871,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.118373,9,dask,2024-07-21T10:52:15.778274,
vanilla_dask_ddf_grp_apply,ddf,9000,0.098481,9,dask,2024-07-21T10:52:16.023611,
vanilla_dask_sql_no_gpu,ddf,900000,0.151653,9,dask,2024-07-21T10:52:16.474097,
vanilla_dask_sql_no_gpu,ddf,90,0.098712,9,dask,2024-07-21T10:52:16.872333,
vanilla_dask_sql_no_gpu,ddf,9000,0.102105,9,dask,2024-07-21T10:52:17.120642,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.123012,9,dask,2024-07-21T10:52:17.542841,
vanilla_dask_sql_no_gpu,ddf,90,0.094186,9,dask,2024-07-21T10:52:17.784426,
vanilla_dask_ddf_grp_apply,ddf,9,0.049365,9,dask,2024-07-21T10:52:17.979065,
vanilla_dask_ddf_grp_apply,ddf,90000,0.114136,9,dask,2024-07-21T10:52:18.237425,
vanilla_dask_sql_no_gpu,ddf,90,0.098031,9,dask,2024-07-21T10:52:18.480371,
vanilla_dask_sql_no_gpu,ddf,90,0.094987,9,dask,2024-07-21T10:52:18.723396,
vanilla_dask_ddf_grp_apply,ddf,9,0.060309,9,dask,2024-07-21T10:52:18.927684,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.124625,9,dask,2024-07-21T10:52:19.200997,
vanilla_dask_ddf_grp_apply,ddf,9,0.051001,9,dask,2024-07-21T10:52:19.397354,
vanilla_dask_ddf_grp_apply,ddf,9000,0.103382,9,dask,2024-07-21T10:52:19.798080,
vanilla_dask_sql_no_gpu,ddf,9,0.071161,9,dask,2024-07-21T10:52:20.015668,
vanilla_dask_sql_no_gpu,ddf,900,0.095033,9,dask,2024-07-21T10:52:20.254336,
vanilla_dask_ddf_grp_apply,ddf,9000,0.105475,9,dask,2024-07-21T10:52:20.505803,
vanilla_dask_sql_no_gpu,ddf,9000000,0.838114,9,dask,2024-07-21T10:52:21.644061,
vanilla_dask_sql_no_gpu,ddf,900000,0.148030,9,dask,2024-07-21T10:52:22.089776,
vanilla_dask_sql_no_gpu,ddf,900000,0.148095,9,dask,2024-07-21T10:52:22.383107,
vanilla_dask_sql_no_gpu,ddf,9000000,0.848592,9,dask,2024-07-21T10:52:23.376340,
vanilla_dask_ddf_grp_apply,ddf,9000,0.097427,9,dask,2024-07-21T10:52:23.619371,
vanilla_dask_sql_no_gpu,ddf,9,0.071980,9,dask,2024-07-21T10:52:23.837373,
vanilla_dask_ddf_grp_udaf,ddf,90,0.113442,9,dask,2024-07-21T10:52:24.098908,
vanilla_dask_ddf_grp_udaf,ddf,90000,0.127830,9,dask,2024-07-21T10:52:24.371605,
vanilla_dask_sql_no_gpu,ddf,900000,0.147285,9,dask,2024-07-21T10:52:24.817939,
vanilla_dask_sql_no_gpu,ddf,9,0.077431,9,dask,2024-07-21T10:52:25.196373,
vanilla_dask_sql_no_gpu,ddf,9,0.073577,9,dask,2024-07-21T10:52:25.415969,
vanilla_dask_ddf_grp_apply,ddf,90,0.080927,9,dask,2024-07-21T10:52:25.643011,
vanilla_dask_ddf_grp_udaf,ddf,90,0.111350,9,dask,2024-07-21T10:52:25.899724,
vanilla_dask_sql_no_gpu,ddf,9000000,0.838724,9,dask,2024-07-21T10:52:26.884463,
vanilla_dask_ddf_grp_udaf,ddf,90000,0.134993,9,dask,2024-07-21T10:52:27.316498,
vanilla_dask_sql_no_gpu,ddf,9000000,0.841920,9,dask,2024-07-21T10:52:28.304336,
vanilla_dask_ddf_grp_apply,ddf,9000,0.104419,9,dask,2024-07-21T10:52:28.862257,
vanilla_dask_ddf_grp_udaf,ddf,90000,0.139317,9,dask,2024-07-21T10:52:29.146921,
vanilla_dask_sql_no_gpu,ddf,90,0.094266,9,dask,2024-07-21T10:52:29.386079,
vanilla_dask_ddf_grp_udaf,ddf,9,0.082385,9,dask,2024-07-21T10:52:29.614514,
vanilla_dask_ddf_grp_apply,ddf,90,0.089269,9,dask,2024-07-21T10:52:30.008592,
vanilla_dask_ddf_grp_apply,ddf,9000,0.096017,9,dask,2024-07-21T10:52:30.404000,
vanilla_dask_sql_no_gpu,ddf,900000,0.148439,9,dask,2024-07-21T10:52:30.849991,
vanilla_dask_sql_no_gpu,ddf,9000000,0.842786,9,dask,2024-07-21T10:52:31.838037,
vanilla_dask_sql_no_gpu,ddf,90,0.097072,9,dask,2024-07-21T10:52:32.234356,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.124579,9,dask,2024-07-21T10:52:32.505222,
vanilla_dask_sql_no_gpu,ddf,90000,0.108849,9,dask,2024-07-21T10:52:32.759102,
vanilla_dask_sql_no_gpu,ddf,900,0.094207,9,dask,2024-07-21T10:52:33.000348,
vanilla_dask_ddf_grp_apply,ddf,9000,0.102344,9,dask,2024-07-21T10:52:33.247442,
vanilla_dask_sql_no_gpu,ddf,900000,0.152331,9,dask,2024-07-21T10:52:33.543659,
vanilla_dask_sql_no_gpu,ddf,900,0.095701,9,dask,2024-07-21T10:52:33.786134,
vanilla_dask_ddf_grp_udaf,ddf,90,0.122054,9,dask,2024-07-21T10:52:34.052902,
vanilla_dask_ddf_grp_apply,ddf,9,0.051443,9,dask,2024-07-21T10:52:34.249986,
vanilla_dask_sql_no_gpu,ddf,900000,0.145857,9,dask,2024-07-21T10:52:34.542118,
vanilla_dask_ddf_grp_apply,ddf,90000,0.121035,9,dask,2024-07-21T10:52:34.807646,
vanilla_dask_ddf_grp_apply,ddf,9,0.046965,9,dask,2024-07-21T10:52:35.001731,
vanilla_dask_ddf_grp_apply,ddf,9000,0.103035,9,dask,2024-07-21T10:52:35.252226,
vanilla_dask_sql_no_gpu,ddf,90,0.096520,9,dask,2024-07-21T10:52:35.492966,
vanilla_dask_sql_no_gpu,ddf,9000000,0.844139,9,dask,2024-07-21T10:52:36.482412,
vanilla_dask_ddf_grp_apply,ddf,9,0.052197,9,dask,2024-07-21T10:52:36.679337,
vanilla_dask_sql_no_gpu,ddf,900000,0.169755,9,dask,2024-07-21T10:52:36.997388,
vanilla_dask_sql_no_gpu,ddf,900000,0.146528,9,dask,2024-07-21T10:52:37.290391,
vanilla_dask_ddf_grp_udaf,ddf,90000,0.131988,9,dask,2024-07-21T10:52:37.567393,
vanilla_dask_sql_no_gpu,ddf,90000,0.113476,9,dask,2024-07-21T10:52:37.824612,
vanilla_dask_sql_no_gpu,ddf,9,0.075014,9,dask,2024-07-21T10:52:38.045661,
vanilla_dask_sql_no_gpu,ddf,90000,0.110986,9,dask,2024-07-21T10:52:38.301817,
vanilla_dask_ddf_grp_apply,ddf,900,0.095310,9,dask,2024-07-21T10:52:38.544054,
vanilla_dask_ddf_grp_apply,ddf,90000,0.120375,9,dask,2024-07-21T10:52:38.809284,
vanilla_dask_ddf_grp_apply,ddf,9000,0.105984,9,dask,2024-07-21T10:52:39.061826,
vanilla_dask_ddf_grp_apply,ddf,9,0.048367,9,dask,2024-07-21T10:52:39.257905,
vanilla_dask_sql_no_gpu,ddf,900,0.099823,9,dask,2024-07-21T10:52:39.502012,
vanilla_dask_ddf_grp_udaf,ddf,900,0.119017,9,dask,2024-07-21T10:52:39.766266,
vanilla_dask_ddf_grp_udaf,ddf,90,0.117897,9,dask,2024-07-21T10:52:40.031261,
vanilla_dask_ddf_grp_apply,ddf,9000,0.107655,9,dask,2024-07-21T10:52:40.282137,
vanilla_dask_ddf_grp_apply,ddf,9000,0.108846,9,dask,2024-07-21T10:52:40.535211,
vanilla_dask_ddf_grp_apply,ddf,90,0.090603,9,dask,2024-07-21T10:52:40.770796,
vanilla_dask_ddf_grp_apply,ddf,9000,0.103598,9,dask,2024-07-21T10:52:41.171801,
vanilla_dask_sql_no_gpu,ddf,90,0.096072,9,dask,2024-07-21T10:52:41.569504,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.125124,9,dask,2024-07-21T10:52:41.838929,
vanilla_dask_ddf_grp_apply,ddf,9000,0.102762,9,dask,2024-07-21T10:52:42.086165,
vanilla_dask_sql_no_gpu,ddf,9,0.072405,9,dask,2024-07-21T10:52:42.456979,
vanilla_dask_sql_no_gpu,ddf,9000,0.104022,9,dask,2024-07-21T10:52:42.706448,
vanilla_dask_sql_no_gpu,ddf,9000000,0.841308,9,dask,2024-07-21T10:52:43.849957,
vanilla_dask_sql_no_gpu,ddf,9000,0.096970,9,dask,2024-07-21T10:52:44.094344,
vanilla_dask_ddf_grp_apply,ddf,9,0.053046,9,dask,2024-07-21T10:52:44.291254,
vanilla_dask_ddf_grp_apply,ddf,9000,0.103764,9,dask,2024-07-21T10:52:44.691765,
vanilla_dask_ddf_grp_udaf,ddf,9,0.087596,9,dask,2024-07-21T10:52:44.924063,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.123993,9,dask,2024-07-21T10:52:45.194187,
vanilla_dask_ddf_grp_apply,ddf,90000,0.120030,9,dask,2024-07-21T10:52:45.457103,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.120749,9,dask,2024-07-21T10:52:45.722437,
vanilla_dask_ddf_grp_apply,ddf,900,0.098673,9,dask,2024-07-21T10:52:45.965369,
vanilla_dask_ddf_grp_udaf,ddf,9,0.081809,9,dask,2024-07-21T10:52:46.192237,
vanilla_dask_sql_no_gpu,ddf,900000,0.147594,9,dask,2024-07-21T10:52:46.483555,
vanilla_dask_sql_no_gpu,ddf,900000,0.147904,9,dask,2024-07-21T10:52:46.775347,
vanilla_dask_sql_no_gpu,ddf,900,0.098684,9,dask,2024-07-21T10:52:47.019487,
vanilla_dask_ddf_grp_udaf,ddf,9,0.082014,9,dask,2024-07-21T10:52:47.246216,
vanilla_dask_sql_no_gpu,ddf,900,0.099949,9,dask,2024-07-21T10:52:47.646297,
vanilla_dask_sql_no_gpu,ddf,90000,0.106012,9,dask,2024-07-21T10:52:48.047176,
vanilla_dask_sql_no_gpu,ddf,90000,0.106918,9,dask,2024-07-21T10:52:48.299459,
vanilla_dask_sql_no_gpu,ddf,90,0.094720,9,dask,2024-07-21T10:52:48.539032,
vanilla_dask_ddf_grp_apply,ddf,90,0.091480,9,dask,2024-07-21T10:52:48.774604,
vanilla_dask_ddf_grp_apply,ddf,9,0.049994,9,dask,2024-07-21T10:52:49.124814,
vanilla_dask_sql_no_gpu,ddf,90,0.095269,9,dask,2024-07-21T10:52:49.367039,
vanilla_dask_ddf_grp_apply,ddf,9,0.049309,9,dask,2024-07-21T10:52:49.562273,
vanilla_dask_ddf_grp_udaf,ddf,9000,0.123560,9,dask,2024-07-21T10:52:49.831157,
vanilla_dask_ddf_grp_udaf,ddf,9,0.081990,9,dask,2024-07-21T10:52:50.058515,
vanilla_dask_ddf_grp_apply,ddf,90,0.086017,9,dask,2024-07-21T10:52:50.443338,
vanilla_dask_ddf_grp_udaf,ddf,900,0.119354,9,dask,2024-07-21T10:52:50.706178,
vanilla_dask_sql_no_gpu,ddf,9,0.073680,9,dask,2024-07-21T10:52:50.924996,
vanilla_dask_ddf_grp_apply,ddf,9,0.051244,9,dask,2024-07-21T10:52:51.124177,
vanilla_dask_ddf_grp_udaf,ddf,900,0.118319,9,dask,2024-07-21T10:52:51.389797,
vanilla_dask_ddf_grp_apply,ddf,90,0.090003,9,dask,2024-07-21T10:52:51.778178,
vanilla_dask_sql_no_gpu,ddf,90000,0.110988,9,dask,2024-07-21T10:52:52.035839,
vanilla_dask_sql_no_gpu,ddf,900,0.094962,9,dask,2024-07-21T10:52:52.429893,
vanilla_dask_ddf_grp_udaf,ddf,90,0.111327,9,dask,2024-07-21T10:52:52.838760,
vanilla_dask_ddf_grp_apply,ddf,900,0.097672,9,dask,2024-07-21T10:52:53.082219,
vanilla_dask_ddf_grp_udaf,ddf,90,0.131655,9,dask,2024-07-21T10:52:53.358869,
