# 2023-09-03
success,section_join_groupby,df,1,49,49,28.702701,1,2024-01-08T21:25:39.286194,
success,section_pyspark_rdd_join_mappart,rdd,1,49,49,146.578873,1,2024-01-08T21:28:05.983854,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_pyspark_rdd_mappart_single_threaded,rdd,1,49,49,2.631633,1,2024-06-29T23:21:17.025813,
success,section_pyspark_rdd_mappart_odd_even,rdd,1,49,49,88.501030,1,2024-06-29T23:22:45.672622,
success,section_pyspark_rdd_mappart_partials,rdd,1,49,49,17.388404,1,2024-06-29T23:23:03.210659,
success,section_pyspark_rdd_reduce_asymm_part,rdd,1,49,49,63.788818,1,2024-06-29T23:24:07.146900,
success,section_pyspark_rdd_prep_mappart,rdd,1,49,49,54.547672,1,2024-06-29T23:25:01.849181,
success,section_pyspark_df_prep_txt,df,1,49,49,34.351966,1,2024-06-29T23:25:36.354602,
success,section_pyspark_df_prep_grp_csv,df,1,49,49,19.752977,1,2024-06-29T23:25:56.264604,
success,section_join_groupby,df,1,49,49,32.776012,1,2024-06-29T23:26:29.195354,
success,section_pyspark_rdd_join_mappart,rdd,1,49,49,162.964551,1,2024-06-29T23:29:12.314919,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_pyspark_rdd_mappart_single_threaded,rdd,1,49,49,1.656530,1,2024-06-29T23:41:02.895866,
success,section_pyspark_rdd_mappart_odd_even,rdd,1,49,49,84.871314,1,2024-06-29T23:42:27.913036,
success,section_pyspark_rdd_mappart_partials,rdd,1,49,49,16.552589,1,2024-06-29T23:42:44.606143,
success,section_pyspark_rdd_reduce_asymm_part,rdd,1,49,49,59.014422,1,2024-06-29T23:43:43.759495,
success,section_pyspark_rdd_prep_mappart,rdd,1,49,49,51.228788,1,2024-06-29T23:44:35.131475,
success,section_pyspark_df_prep_txt,df,1,49,49,31.102824,1,2024-06-29T23:45:06.374736,
success,section_pyspark_df_prep_grp_csv,df,1,49,49,17.318162,1,2024-06-29T23:45:23.833446,
success,section_join_groupby,df,1,49,49,29.802408,1,2024-06-29T23:45:53.777440,
success,section_pyspark_rdd_join_mappart,rdd,1,49,49,153.514917,1,2024-06-29T23:48:27.436520,
 status,strategy_name,interface,num_students,num_source_rows,section_maximum,elapsed_time,num_output_rows,finished_at,
success,section_pyspark_rdd_mappart_single_threaded,rdd,1,49,49,3.513150,1,2024-10-08T21:15:46.730395,
success,section_pyspark_rdd_mappart_odd_even,rdd,1,49,49,119.074942,1,2024-10-08T21:17:45.937334,
success,section_pyspark_rdd_mappart_partials,rdd,1,49,49,24.210328,1,2024-10-08T21:18:10.281057,
success,section_pyspark_rdd_reduce_asymm_part,rdd,1,49,49,83.460538,1,2024-10-08T21:19:33.871659,
success,section_pyspark_rdd_prep_mappart,rdd,1,49,49,68.536810,1,2024-10-08T21:20:42.537150,
success,section_pyspark_df_prep_txt,fluent,1,49,49,45.749583,1,2024-10-08T21:21:28.416243,
success,section_pyspark_df_prep_grp_csv,fluent,1,49,49,22.567562,1,2024-10-08T21:21:51.103656,
success,section_join_groupby,fluent,1,49,49,39.993351,1,2024-10-08T21:22:31.220820,
success,section_pyspark_rdd_join_mappart,rdd,1,49,49,207.887679,1,2024-10-08T21:25:59.236186,
# Added -O flag to the python command
